room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,name,latitude,longitude,last_modified
16769602,99265604,Shared room,,5,16,4,2,1,30,,Queen bed in Miami Center: 5a,25.771063,-80.217787,40:51.1
16636474,99265604,Shared room,,5,10,4.5,1,1,20,,Twin bed in Miami Center: 4b,25.770358,-80.219339,40:51.1
15301270,92728943,Shared room,,5,30,4.5,2,1,20,,Miami Crash Pad 4,25.791051,-80.24689,40:51.1
16769797,99265604,Shared room,,5,12,4,1,1,20,,Twin bed in Miami Center: 2c,25.771584,-80.217758,40:51.1
16743127,99265604,Shared room,,5,12,3.5,1,1,20,,Twin bed in Miami Center: 4a,25.770376,-80.217543,40:49.4
17428987,2403537,Shared room,,3,1,0,1,1,29,,Bella Vista Biscayne Bay: Shared Room,25.791686,-80.187456,40:49.4
17327124,99265604,Shared room,,5,4,4.5,1,1,29,,Twin Bed QX1-Twins and Queens Miami Central,25.770479,-80.218454,40:49.4
7180380,10287437,Shared room,,3,25,5,1,1,31,,Luxury Accommodation Biscayne,25.794347,-80.187543,40:49.3
17959038,76853108,Shared room,,3,0,0,2,1,22,,4H- Shared Room 5 minutes from MIA,25.81282,-80.236033,40:49.3
14827387,92728943,Shared room,,5,40,4.5,2,1,20,,Miami Crash Pad 1,25.791292,-80.246735,40:49.3
13264168,2403537,Shared room,,3,11,4,1,1,32,,Bella Vista Biscayne Bay,25.793622,-80.187356,40:49.3
16750611,99265604,Shared room,,5,2,0,1,1,29,,Twin bed in Miami Center: 5a,25.772006,-80.218494,40:49.3
14792915,859258,Shared room,,5,10,4.5,3,1,21,,"A BED AND SHARED BATHROOM
With Airbnb visitors",25.758486,-80.225124,40:49.3
15494443,68148774,Shared room,,7,8,5,1,1,28,,"COUCH, close to the AIRPORT and UM",25.744555,-80.259202,40:49.3
5184420,10287437,Shared room,,3,18,4.5,1,1,30,,SHARING LUXURY ACCOMODATION # 3,25.793423,-80.188308,40:49.3
13675417,79553415,Shared room,,7,0,0,2,1,15,,shared room availble untill July 1st,25.710267,-80.279996,40:49.3
17944231,76853108,Shared room,,3,4,4.5,2,1,22,,2D - Shared Room 5 minutes from MIA,25.814177,-80.237108,40:49.3
16742826,111066327,Shared room,,5,4,5,2,1,30,,Sofá y colchón para rentar,25.75712,-80.202605,40:49.3
17094743,18050503,Shared room,,3,9,5,2,1,35,,"Comfy Couch - Great Location ! Near Beach, Airport",25.828731,-80.220608,40:47.7
18213620,125747029,Shared room,,3,0,0,1,1,26,,Chill sofa bed - Wynwood/Downtown,25.805488,-80.187185,40:47.7
11631106,59595991,Shared room,,5,12,5,2,1,38,,An Authentic Caribbean Experience C,25.763637,-80.219025,40:47.7
17043423,114348323,Shared room,,3,2,0,2,1,25,,Moors Temple of LIHT Space,25.815734,-80.204833,40:47.7
14807463,859258,Shared room,,5,19,4.5,3,1,21,,"A BED AND A SHARED BATHROOM 
With AiRBNB VISITORS",25.757045,-80.227232,40:47.7
11846188,63126085,Shared room,,3,15,4.5,4,1,31,,Cozy living room right next to bay harbor fun.,25.846744,-80.172876,40:47.7
18505811,128433107,Shared room,,6,0,0,1,1,40,,Shared Room with Private Bathroom Close to Airport,25.823087,-80.275504,40:47.7
17848034,121585245,Shared room,,5,2,0,1,1,30,,Single bed in 2BR Hostel on South Beach,25.786761,-80.143896,40:47.7
17751383,72943049,Shared room,,6,7,4.5,5,1,39,,"Full Airbed, Sofa-bed and Sofa -$10 Airport ride",25.771541,-80.264123,40:47.7
17540232,118974392,Shared room,,3,0,0,2,1,25,,Miami Shared Room/ Guests/Travelers/ Welcomed,25.823581,-80.220405,40:47.7
18539363,99265604,Shared room,,5,0,0,2,1,30,,Queen Bed J2 -Twins and Queens Miami Central,25.770496,-80.217884,40:47.7
14886517,92728943,Shared room,,5,43,4.5,4,1,20,,Miami Crash pad 3,25.792597,-80.246718,40:47.7
16620595,57720756,Shared room,,5,5,5,3,1,38,,Apto 1 bed and 1 sofa bed,25.76928,-80.209378,40:47.7
11352901,34737327,Shared room,,3,0,0,2,1,26,,Cute Place - Close to Everything,25.807568,-80.200543,40:47.7
18042968,51775331,Shared room,,3,0,0,4,1,35,,"MIAMI, LOCATION, LOCATION, LOCATION!",25.811259,-80.188683,40:47.7
17944283,76853108,Shared room,,3,5,4,1,1,17,,3E- Shared Room 5 minutes from MIA,25.814076,-80.237049,40:46.5
18077068,104610452,Shared room,,5,0,0,2,1,35,,Confortable sala,25.790892,-80.238333,40:46.5
17963709,104402482,Shared room,,6,0,0,1,1,30,,Nice place 10 min from airport,25.762668,-80.257387,40:46.5
17569255,39514625,Shared room,,3,0,0,2,1,21,,Cute Place - Close to Everything,25.808523,-80.199733,40:46.5
16811624,99265604,Shared room,,5,11,3.5,1,1,20,,Twin bed in Miami Center: 5b,25.772154,-80.218918,40:46.5
13299727,2403537,Shared room,,3,10,4,1,1,28,,Bella Vista Biscayne Bay: Shared Room,25.791832,-80.186072,40:46.5
15301147,92728943,Shared room,,5,60,4.5,2,1,20,,Miami Crash Pad 6,25.793279,-80.247584,40:46.5
4351794,22590403,Shared room,,5,135,4.5,3,1,35,,Richmans Living Room,25.765292,-80.198555,40:46.5
18271107,125747029,Shared room,,3,0,0,1,1,24,,Cozy sofa bed by the bay - Downtown/Wynwood,25.807391,-80.187338,40:46.5
16897069,28259819,Shared room,,3,18,5,1,1,38,,Comfy couch in a shared space - city view,25.79149,-80.186495,40:46.5
17678306,59595991,Shared room,,5,9,4.5,2,1,38,,An Authentic Caribbean Experience A,25.763744,-80.217829,40:46.5
16979525,95045882,Shared room,,5,4,4.5,1,1,30,,Sofacama living apto,25.766982,-80.21113,40:46.5
4476753,2197773,Shared room,,3,48,4.5,1,1,29,,Tiny Room #2,25.784562,-80.205086,40:46.5
17976111,76853108,Shared room,,3,1,0,1,1,17,,5J- Shared Room 5 minutes from MIA,25.813995,-80.236748,40:46.5
179435,859258,Shared room,,5,34,4.5,3,1,21,,A BED and a shared bathroom,25.757505,-80.225277,40:46.5
14199984,28210577,Shared room,,5,48,4.5,1,1,18,,Miami Good Life Shared Room (Hostel Style),25.760979,-80.192701,40:46.5
16769340,99265604,Shared room,,5,14,4.5,1,1,20,,Twin bed in Miami Center: 1b,25.77153,-80.218486,40:46.5
15301218,92728943,Shared room,,5,46,4.5,2,1,20,,Miami Crash Pad 8,25.792794,-80.246095,40:46.5
11066831,25601350,Entire home/apt,,5,0,0,16,9,2500,,Miami Beach Mansions and Estates,25.773306,-80.149557,40:32.5
5959453,24864399,Entire home/apt,,4,0,0,14,7,9580,,"5 + 2 bd, waterfront, Sunset Island",25.792765,-80.154871,40:05.8
4652244,4630642,Entire home/apt,,3,0,0,8,4,1550,,Elegant 4Br Waterfront Villa,25.789939,-80.175671,38:54.4
16602151,14701712,Entire home/apt,,5,0,0,10,4,977,,MIAMI RIVER EXPERIENCE,25.769072,-80.191095,38:50.5
8201643,43255173,Entire home/apt,,7,0,0,10,4,267,,Exclusive water front community!,25.736074,-80.22665,37:22.8
9254804,48081281,Entire home/apt,,6,1,0,6,3,210,,Coral Gables Single Family Home,25.757424,-80.269176,37:20.6
2575688,13189232,Entire home/apt,,5,127,4.5,6,1,210,,Paradise On The Beach..,25.789018,-80.133564,37:05.4
15193724,55182369,Entire home/apt,,5,2,0,7,1,219,,Fabulous 1/1 ~ South Beach 5*,25.781115,-80.142063,36:42.4
12260350,76355,Entire home/apt,,4,0,0,10,5,6879,,Villa Farfalla,25.792629,-80.16273,35:36.5
12517255,67791187,Entire home/apt,,3,7,4.5,16,3,1200,,PRIVATE CLUB HOST YOUR FRIENDS !,25.798317,-80.197439,35:33.3
668034,2466395,Entire home/apt,,4,6,4.5,12,4,899,,Amazing 5BR House..Bring Your Boat!,25.845945,-80.155384,35:32.0
9562162,345885,Entire home/apt,,5,1,0,6,2,424,,Amazing Heart of Brickell w/Parking,25.760927,-80.191745,35:22.8
9692983,29605625,Entire home/apt,,5,2,0,6,2,359,,Amazing 2bed High Rise Apt in Brickell 5,25.759068,-80.194309,35:22.7
9679661,29605625,Entire home/apt,,5,0,0,6,2,359,,Deluxe Furnished 2bed High Rise Luxury Apt 4,25.760675,-80.193958,35:22.7
4660514,24092576,Entire home/apt,,5,0,0,5,2,199,,Bay Front Beautiful 2br/2ba Suite,25.78635,-80.144248,33:46.7
2861345,1482360,Entire home/apt,,7,9,5,5,2,189,,Luxury Brickell Area Apartment ,25.758535,-80.194186,33:46.7
16808263,14131128,Entire home/apt,,5,0,0,12,4,5450,,Yacht Party Rental - 84' Lazarra,25.783315,-80.177663,33:05.5
14217366,81874249,Entire home/apt,,4,0,0,14,6,9999,,Villazzo Villa Valentina,25.792697,-80.163339,33:05.5
11113799,5377953,Entire home/apt,,5,1,0,16,6,600,,6/4 Boutique Multi-Condo at 1st Brickel Sleeps 18+,25.762545,-80.188484,32:54.2
18471660,111800168,Entire home/apt,,3,0,0,6,3,181,,3541 2+den-B-S-2K-1F(D)-F ?,25.791067,-80.185699,29:32.5
17296221,116680221,Entire home/apt,,5,2,0,5,1,154,,Modern Chic Clean Lrg One Bed One Bath Sleeps 5,25.790338,-80.136288,29:14.9
3994250,20706183,Entire home/apt,,5,154,5,4,0,144,,South Of Fifth,25.770164,-80.134873,29:13.8
15956803,23986115,Entire home/apt,,4,2,0,5,1,161,,4 blocks from the beach / 4 cuadras de la playa!,25.862978,-80.125477,13:48.4
16662468,55929188,Entire home/apt,,5,1,0,4,1,159,,Harding Beach 1 Bdrm Apartment 2 Blocks From Beach,25.852975,-80.121129,13:48.4
15159582,76742720,Entire home/apt,,4,5,3.5,4,0,141,,MIAMI BEACH STUDIO/GREAT LOCATION!,25.855965,-80.122197,13:46.8
15831036,15703148,Entire home/apt,,5,0,0,4,1,150,,1 Br with amazing Ocean view,25.847094,-80.119973,13:42.6
2467130,10084747,Entire home/apt,,5,128,4.5,3,1,144,,Spectacular view from studio!!,25.831681,-80.122593,13:39.7
7225889,13521567,Entire home/apt,,5,45,4.5,5,1,163,,BEST APT LOCATION SOUTH BEACH,25.773841,-80.135687,13:36.7
6627083,4388421,Entire home/apt,,5,70,4.5,5,1,153,,Heart of South Beach - FREE BIKES!,25.775802,-80.138314,13:25.9
18560027,15479827,Entire home/apt,,5,0,0,4,2,145,,Large Modern Brickell Apartment,25.762461,-80.191888,12:57.1
17276411,25016375,Entire home/apt,,5,3,5,3,1,134,,Luxury Loft 1 Bed / 1.5 Bath Brickell,25.764652,-80.192121,12:32.4
15597597,99903865,Entire home/apt,,5,8,4.5,3,1,125,,"Modern Loft, Stunning View - Brickell On the River",25.768278,-80.192842,12:28.4
2536459,12988390,Entire home/apt,,2,25,5,5,3,119,,Tropical RiverHouse w/Spa & Deck,25.852176,-80.199827,12:21.2
10107307,34039235,Entire home/apt,,3,9,5,4,1,110,,Spacious Best located Charming 1bdr,25.793293,-80.190429,12:21.2
14929263,10435995,Entire home/apt,,6,2,0,5,2,116,,Spacious 2/2 in Heart of Sunny South Florida,25.759796,-80.255181,12:10.3
2267944,11580791,Entire home/apt,,5,53,5,4,1,111,,Jewel Off-Brickell 1BD+Den Parking,25.76017,-80.203927,12:07.2
15020780,22116564,Entire home/apt,,6,6,5,3,1,108,,Full Spa/Hotel Amenities!,25.762303,-80.288657,12:05.5
16742344,1780791,Entire home/apt,,5,4,5,4,2,110,,"Comfy Apartment @ Heart of Brickell, Miami",25.763252,-80.188916,12:05.4
17418002,61285895,Entire home/apt,,7,3,5,3,1,60,,Cozy Apt. walk to Miracle Mile 2,25.746011,-80.253569,11:35.3
11446155,19693554,Entire home/apt,,5,16,4.5,3,1,48,,Little bit of home in Little Havana,25.775086,-80.231068,11:35.3
18138478,74879206,Entire home/apt,,5,0,0,14,6,1999,,6BR Villa Akasaka,25.780944,-80.155784,11:32.8
13630763,47102875,Entire home/apt,,5,0,0,16,9,10000,,Villa Eleanor - Gated Star Island Celebrity Life,25.775519,-80.15144,11:32.8
9669487,46554285,Entire home/apt,,3,1,0,10,4,1400,,"Beautiful house, San Marco Island",25.790022,-80.176896,11:26.3
15280896,7006239,Entire home/apt,,3,0,0,7,4,840,,Waterfront Shores,25.854706,-80.176108,11:23.1
11758245,3972899,Entire home/apt,,7,0,0,8,4,1000,,Dream House in the real heart of Miami!,25.755697,-80.200161,11:22.0
9752456,50301944,Entire home/apt,,3,0,0,8,3,795,,3 Bedroom Sky Rise Wynwood/Midtown,25.809256,-80.189142,11:22.0
7143914,33971053,Entire home/apt,,4,0,0,6,3,850,,Beautiful Miami Style Modern Home,25.792403,-80.154978,11:22.0
10384063,46554285,Entire home/apt,,5,4,4.5,8,2,570,,Mondrian huge suite #71,25.781573,-80.142719,11:18.6
3192346,16181148,Entire home/apt,,3,0,0,6,2,550,,Modern Marina Loft,25.837577,-80.180356,11:18.6
11754661,5377953,Entire home/apt,,5,0,0,16,5,550,,5/4 Boutique Multi-Condo at 1st Brickel Sleeps 16+,25.762009,-80.192915,11:17.0
13345417,27688881,Entire home/apt,,5,0,0,6,2,649,,2/2 Mondrion South Beach,25.782732,-80.143148,11:17.0
11756257,29758975,Entire home/apt,,5,0,0,3,1,600,,Walk to Ultra Music Festival,25.776367,-80.188197,11:15.6
6196737,32064427,Entire home/apt,,7,0,0,4,2,650,,Four Seasons Miami-Brickell- 2/2,25.757807,-80.19331,11:13.0
4977411,2364392,Entire home/apt,,3,17,5,7,3,645,,"3131&32, NOT-A GLOBAL GRAND MGMNT #",25.790062,-80.186398,11:10.5
14926410,93661095,Entire home/apt,,7,4,5,10,5,600,,Coconut Grove Five Bedroom Paradise,25.724114,-80.259383,11:10.5
9032680,42430742,Entire home/apt,,7,2,0,8,4,650,,Brand New Private Home in N. Grove,25.737389,-80.230638,11:10.5
452533,2248393,Entire home/apt,,5,45,4.5,4,2,399,,SOUTH BEACH 3 BLOCK TO BEACH -10 ST,25.782211,-80.134431,09:44.5
11105387,57685015,Entire home/apt,,5,0,0,4,2,400,,Brickell Key,25.767319,-80.187554,09:20.9
4606004,345885,Entire home/apt,,5,0,0,5,2,399,,2 br Brickell on the Bay,25.761664,-80.191113,08:38.3
854486,2466395,Entire home/apt,,5,4,4.5,7,2,449,,Fabulous 2BR/2Bath in South Beach,25.797976,-80.131094,08:24.3
5251152,26706074,Entire home/apt,,5,4,5,5,2,499,,BEST LOCATION IN MIAMI BEACH! 2/2,25.777065,-80.139336,08:21.9
4984032,4630642,Entire home/apt,,5,0,0,4,1,385,,Ocean View pentohouse,25.782004,-80.141238,08:21.9
5345583,4615057,Entire home/apt,,5,0,0,4,2,450,,DRAMATIC WATER VIEWS LAVISH2BR SOFI,25.776121,-80.14204,08:21.9
