"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",15859107,190638,"Shared room",NA,"Noble Square",1,0,3,1,42,NA,41.896645,-87.666144,"2017-01-15 03:17:47.914162"
"2",12781824,4226043,"Shared room",NA,"Noble Square",1,0,2,1,50,NA,41.905306,-87.66567,"2017-01-15 03:17:47.906342"
"3",16490327,58239424,"Shared room",NA,"Bridgeport",0,0,3,1,15,NA,41.838753,-87.642814,"2017-01-15 03:17:45.278273"
"4",14238445,85749656,"Shared room",NA,"Back of the Yards",1,0,1,1,167,NA,41.796663,-87.67876,"2017-01-15 03:17:38.211437"
"5",15590295,61185462,"Shared room",NA,"Logan Square",0,0,1,1,175,NA,41.930699,-87.712263,"2017-01-15 03:17:38.188040"
"6",7695729,40419117,"Shared room",NA,"Edgewater Beach",0,0,1,1,100,NA,41.989446,-87.654894,"2017-01-15 03:17:34.853973"
"7",10079903,51722534,"Shared room",NA,"Portage Park",0,0,1,1,65,NA,41.947123,-87.74881,"2017-01-15 03:17:32.610125"
"8",14014338,83813367,"Shared room",NA,"Lake View",11,5,4,1,70,NA,41.947069,-87.651291,"2017-01-15 03:17:30.985378"
"9",8222585,43025737,"Shared room",NA,"Pilsen",16,4.5,2,1,54,NA,41.859195,-87.649848,"2017-01-15 03:17:25.952305"
"10",16522017,74059941,"Shared room",NA,"Near North",0,0,1,1,50,NA,41.900493,-87.629399,"2017-01-15 03:17:24.259001"
"11",15409482,11375921,"Shared room",NA,"Lake View",7,5,2,1,49,NA,41.933004,-87.661307,"2017-01-15 03:17:24.248903"
"12",14836067,91857646,"Shared room",NA,"Fulton River District",8,5,2,1,50,NA,41.888284,-87.647385,"2017-01-15 03:17:24.225271"
"13",16424596,29280839,"Shared room",NA,"West Loop Gate",1,0,2,1,60,NA,41.878176,-87.6427,"2017-01-15 03:17:24.220651"
"14",15243991,74088015,"Shared room",NA,"Uptown",0,0,3,1,39,NA,41.974869,-87.655395,"2017-01-15 03:17:22.813843"
"15",15830922,102502095,"Shared room",NA,"Edgewater Beach",0,0,2,1,30,NA,41.996866,-87.657246,"2017-01-15 03:17:19.614470"
"16",16718653,36627175,"Shared room",NA,"Edgewater",1,0,2,1,20,NA,41.984277,-87.673056,"2017-01-15 03:17:11.488193"
"17",16566749,109125822,"Shared room",NA,"The Loop",0,0,1,1,29,NA,41.876104,-87.626706,"2017-01-15 03:17:10.199309"
"18",16415649,107577690,"Shared room",NA,"University Village / Little Italy",0,0,1,1,25,NA,41.87195,-87.661111,"2017-01-15 03:17:10.194862"
"19",5729735,29706223,"Entire home/apt",NA,"Irving Park",4,5,16,0,1000,NA,41.947544,-87.698893,"2017-01-15 02:58:30.811566"
"20",15037514,94337797,"Entire home/apt",NA,"River North",0,0,12,5,900,NA,41.894564,-87.640587,"2017-01-15 02:42:45.200516"
"21",10729440,4982817,"Entire home/apt",NA,"The Loop",0,0,4,1,189,NA,41.887769,-87.62333,"2017-01-15 02:30:15.244395"
"22",15715791,425308,"Entire home/apt",NA,"Rogers Park",1,0,4,1,66,NA,42.012601,-87.664424,"2017-01-15 01:55:33.178352"
"23",8445758,2244474,"Entire home/apt",NA,"Lake View East",0,0,2,0,56,NA,41.944919,-87.644126,"2017-01-15 01:54:11.136031"
"24",15610511,24879153,"Entire home/apt",NA,"Edgewater Beach",11,5,2,0,52,NA,41.989302,-87.656799,"2017-01-15 01:54:11.128331"
"25",11587884,59961869,"Shared room",NA,"Wicker Park",3,5,2,1,95,NA,41.909774,-87.682754,"2017-01-15 03:17:55.458102"
"26",16231763,49346433,"Entire home/apt",NA,"Park West",2,0,2,0,49,NA,41.928608,-87.644298,"2017-01-15 01:54:04.578261"
"27",8857294,1892876,"Entire home/apt",NA,"Wrigleyville",0,0,16,1,10000,NA,41.946886,-87.655101,"2017-01-15 01:54:00.288468"
"28",15024902,94852716,"Entire home/apt",NA,"Horner Park",0,0,12,4,5000,NA,41.959936,-87.688747,"2017-01-15 01:53:58.586843"
"29",15682173,54218413,"Entire home/apt",NA,"Lake View",0,0,8,4,1000,NA,41.947647,-87.668613,"2017-01-15 01:53:46.570039"
"30",14176630,15900939,"Entire home/apt",NA,"Wicker Park",0,0,6,4,750,NA,41.909594,-87.680326,"2017-01-15 01:53:44.883570"
