"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",7809672,35885817,"Entire home/apt",NA,"Little Italy",0,NA,2,1,180,2,32.727045,-117.171033,"2015-08-22 18:38:36.255453"
"2",2645690,3774543,"Entire home/apt",NA,"Core",30,4.5,4,1,199,3,32.717471,-117.156317,"2015-08-22 16:50:34.514662"
"3",5138056,26417080,"Entire home/apt",NA,"East Village",22,4.5,2,1,130,2,32.713339,-117.159219,"2015-08-22 18:05:24.870142"
"4",3668303,17983666,"Entire home/apt",NA,"East Village",1,4,2,0,150,1,32.709718,-117.151373,"2015-08-22 16:50:34.514662"
"5",6573679,34382394,"Entire home/apt",NA,"Columbia",1,5,3,1,199,1,32.716998,-117.169359,"2015-08-22 17:58:01.306281"
"6",7416609,2844611,"Private room",NA,"Pacific Beach",0,NA,2,1,79,NA,32.795197,-117.246049,"2015-08-22 17:18:02.071796"
"7",6426258,33535219,"Entire home/apt",NA,"Mission Bay",0,NA,5,2,300,1,32.788894,-117.234591,"2015-08-22 19:40:41.247655"
"8",7367806,34874647,"Shared room",NA,"Pacific Beach",1,5,2,1,40,1,32.803502,-117.220246,"2015-08-22 20:45:57.083008"
"9",7914481,37371505,"Private room",NA,"University City",1,3,2,1,47,1,32.872954,-117.224923,"2015-08-22 17:27:10.190324"
"10",7096447,17308510,"Entire home/apt",NA,"Bay Park",0,NA,4,2,279,1,32.790593,-117.201381,"2015-08-22 17:37:39.673930"
"11",7822579,3079136,"Private room",NA,"Loma Portal",0,NA,2,1,75,2,32.749023,-117.240614,"2015-08-22 17:16:29.397297"
"12",7160485,37499744,"Entire home/apt",NA,"Rancho Bernadino",0,NA,NA,4,895,3,33.038753,-117.080125,"2015-08-22 19:56:21.462031"
"13",3122407,10136127,"Entire home/apt",NA,"Del Mar Heights",0,NA,NA,3,471,7,32.947083,-117.258411,"2015-08-22 16:50:34.514662"
"14",6511087,900407,"Private room",NA,"Pacific Beach",0,NA,2,1,75,1,32.803014,-117.258593,"2015-08-22 17:17:51.193052"
"15",1861220,275899,"Private room",NA,"North City",5,5,2,1,125,3,32.956023,-117.235223,"2015-08-22 16:50:34.514662"
"16",7285905,38153625,"Shared room",NA,"Loma Portal",4,5,2,1,50,1,32.753865,-117.221482,"2015-08-22 20:46:43.662787"
"17",1319290,1008163,"Entire home/apt",NA,"West University Heights",25,5,2,0,99,2,32.759727,-117.145255,"2015-08-22 16:50:34.514662"
"18",7472778,39139784,"Entire home/apt",NA,"University City",3,4.5,4,1,85,1,32.869763,-117.225889,"2015-08-22 20:25:28.653459"
"19",2234293,7653310,"Private room",NA,"Mira Mesa",97,5,2,1,44,1,32.903213,-117.138885,"2015-08-22 16:50:34.514662"
"20",2237359,11423774,"Private room",NA,"Pacific Beach",0,NA,2,1,59,5,32.804981,-117.255828,"2015-08-22 16:50:34.514662"
"21",3667019,18596912,"Entire home/apt",NA,"Core",1,5,3,1,290,1,32.71854,-117.157762,"2015-08-22 16:50:34.514662"
"22",6304380,32789509,"Entire home/apt",NA,"Old Town",0,NA,NA,2,650,1,32.744999,-117.187191,"2015-08-22 19:06:56.504759"
"23",6033607,9333461,"Entire home/apt",NA,"Park West",2,5,5,2,779,2,32.727455,-117.164748,"2015-08-22 19:50:05.403784"
"24",7055558,12152208,"Entire home/apt",NA,"Pacific Beach",1,4,3,1,160,1,32.806724,-117.260795,"2015-08-22 19:41:11.830006"
"25",7004207,36717638,"Entire home/apt",NA,"Cortez Hill",2,5,5,2,399,1,32.719055,-117.157014,"2015-08-22 17:58:01.312712"
"26",7500145,39278333,"Private room",NA,"Talmadge",0,NA,2,1,60,1,32.76143,-117.084355,"2015-08-22 17:25:34.852926"
