"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",16083567,38301538,"Shared room",NA,"East Village",0,0,4,1,300,NA,32.710992,-117.153297,"2017-01-15 10:56:24.968874"
"2",16083204,38301538,"Shared room",NA,"East Village",0,0,2,1,85,NA,32.710527,-117.152963,"2017-01-15 10:56:19.746919"
"3",4126533,874515,"Shared room",NA,"Pacific Beach",1,0,3,1,60,NA,32.800613,-117.236883,"2017-01-15 10:56:18.240595"
"4",7919184,37813304,"Shared room",NA,"Pacific Beach",7,4,2,1,79,NA,32.803563,-117.23898,"2017-01-15 10:56:16.909167"
"5",14654807,993621,"Shared room",NA,"East Village",5,4.5,2,1,45,NA,32.712345,-117.150679,"2017-01-15 10:56:15.332891"
"6",14950773,89565862,"Shared room",NA,"Otay Ranch",2,0,3,1,60,NA,32.624154,-117.004771,"2017-01-15 10:56:15.328997"
"7",12211774,2199062,"Shared room",NA,"Pacific Beach",0,0,1,1,50,NA,32.799632,-117.234832,"2017-01-15 10:56:14.769936"
"8",4681243,23553543,"Shared room",NA,"East Village",25,5,2,1,59,NA,32.711071,-117.152569,"2017-01-15 10:56:13.096604"
"9",9588042,49626096,"Shared room",NA,"Ocean Beach",29,4.5,1,1,58,NA,32.747624,-117.252107,"2017-01-15 10:56:13.083165"
"10",16748862,23127073,"Shared room",NA,"University City",0,0,1,1,45,NA,32.868768,-117.201802,"2017-01-15 10:56:13.070451"
"11",13143225,2001310,"Shared room",NA,"Southcrest",0,0,1,1,40,NA,32.68864,-117.108238,"2017-01-15 10:56:11.938310"
"12",14970080,79849535,"Shared room",NA,"Mission Bay",0,0,3,1,29,NA,32.789835,-117.24027,"2017-01-15 10:56:11.932463"
"13",13696046,79849535,"Shared room",NA,"Mission Bay",0,0,4,1,32,NA,32.790438,-117.240419,"2017-01-15 10:56:11.930117"
"14",14949460,79849535,"Shared room",NA,"Mission Bay",1,0,7,1,29,NA,32.789292,-117.239521,"2017-01-15 10:56:11.927949"
"15",13795613,1158145,"Shared room",NA,"Pacific Beach",0,0,1,1,27,NA,32.799681,-117.235909,"2017-01-15 10:56:11.923500"
"16",16273139,12259069,"Shared room",NA,"Pacific Beach",0,0,1,1,26,NA,32.802328,-117.238505,"2017-01-15 10:56:10.219799"
"17",8686502,29745749,"Shared room",NA,"Grantville",0,0,1,1,30,NA,32.788706,-117.110324,"2017-01-15 10:56:10.177893"
"18",14881951,79849535,"Shared room",NA,"Mission Bay",0,0,5,1,30,NA,32.791513,-117.237773,"2017-01-15 10:56:08.453986"
"19",6856005,35926406,"Shared room",NA,"North Hills",15,5,1,1,40,NA,32.735118,-117.130363,"2017-01-15 10:56:07.274310"
"20",16056707,104572673,"Shared room",NA,"Grantville",0,0,3,1,35,NA,32.788052,-117.111929,"2017-01-15 10:56:06.175461"
"21",15377391,77404648,"Shared room",NA,"Encanto",1,0,2,1,29,NA,32.728092,-117.04929,"2017-01-15 10:56:06.169037"
"22",2627882,13451653,"Entire home/apt",NA,"Midtown",4,4.5,4,1,115,NA,32.739178,-117.160046,"2017-01-15 10:11:53.196404"
"23",16178287,105543627,"Entire home/apt",NA,"Columbia",0,0,7,3,1775,NA,32.717961,-117.170117,"2017-01-15 10:08:25.244975"
"24",14116330,66115585,"Entire home/apt",NA,"La Jolla",0,0,10,4,2500,NA,32.845613,-117.260911,"2017-01-15 10:08:22.625131"
"25",14116337,66115585,"Entire home/apt",NA,"La Jolla",0,0,12,5,3300,NA,32.811706,-117.26682,"2017-01-15 10:08:21.376517"
"26",1807868,3252595,"Entire home/apt",NA,"Mission Bay",18,5,6,2,995,NA,32.788206,-117.239774,"2017-01-15 10:08:08.349703"
"27",10073736,38690778,"Entire home/apt",NA,"Mission Bay",2,0,10,4,772,NA,32.784482,-117.252672,"2017-01-15 10:08:06.131582"
"28",10727264,38690778,"Entire home/apt",NA,"Mission Bay",0,0,8,3,550,NA,32.761459,-117.252141,"2017-01-15 10:06:52.291149"
"29",7075487,33519892,"Entire home/apt",NA,"North Hills",5,4.5,4,2,135,NA,32.752312,-117.136059,"2017-01-15 09:16:50.422648"
"30",12988720,1583929,"Entire home/apt",NA,"Otay Ranch",0,0,6,3,115,NA,32.624904,-116.958299,"2017-01-15 09:12:25.982361"
"31",14116327,66115585,"Entire home/apt",NA,"La Jolla",0,0,10,5,2200,NA,32.842727,-117.259578,"2017-01-15 08:59:55.581944"
"32",8810465,32346584,"Entire home/apt",NA,"La Jolla",0,0,8,4,1746,NA,32.852925,-117.257032,"2017-01-15 08:59:55.561389"
"33",14116323,66115585,"Entire home/apt",NA,"La Jolla",1,0,14,6,2150,NA,32.82641,-117.254461,"2017-01-15 08:59:54.724775"
"34",16179571,105543627,"Entire home/apt",NA,"Columbia",0,0,4,1,1995,NA,32.717962,-117.171329,"2017-01-15 08:59:54.718384"
"35",1739597,1334328,"Entire home/apt",NA,"Wooded Area",1,0,16,6,1030,NA,32.725161,-117.256845,"2017-01-15 08:59:51.911768"
"36",14116332,66115585,"Entire home/apt",NA,"La Jolla",0,0,11,5,1500,NA,32.823271,-117.244963,"2017-01-15 08:59:49.981889"
"37",16693273,11079660,"Entire home/apt",NA,"La Jolla",0,0,12,4,1200,NA,32.809717,-117.268844,"2017-01-15 08:59:48.636175"
"38",14116320,66115585,"Entire home/apt",NA,"La Jolla",0,0,11,5,1500,NA,32.832044,-117.254206,"2017-01-15 08:59:48.605909"
"39",14116326,66115585,"Entire home/apt",NA,"Pacific Beach",0,0,8,4,1100,NA,32.816394,-117.227833,"2017-01-15 08:59:46.059688"
"40",10073914,38690778,"Entire home/apt",NA,"Mission Bay",0,0,10,4,772,NA,32.783572,-117.252985,"2017-01-15 08:59:41.277349"
"41",9045455,45308199,"Entire home/apt",NA,"Mission Bay",1,0,10,3,800,NA,32.767337,-117.251235,"2017-01-15 08:59:39.889747"
"42",16545387,108887667,"Shared room",NA,"Park West",0,0,2,1,40,NA,32.729454,-117.162682,"2017-01-15 10:56:04.736294"
"43",16740667,68242045,"Shared room",NA,"Serra Mesa",0,0,2,1,20,NA,32.778105,-117.153128,"2017-01-15 10:56:04.734073"
"44",14027380,49901176,"Shared room",NA,"Normal Heights",10,5,2,1,35,NA,32.758862,-117.124495,"2017-01-15 10:56:03.408926"
