room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7715581,40534198,Private room,,,1,5.0,1.0,1.0,38.0,1.0,25.779278,-80.202502,2015-08-17 01:56:42.210437
7680039,22687293,Private room,,,0,,2.0,1.0,60.0,7.0,25.785775,-80.208096,2015-08-17 01:56:42.399581
7723346,30205214,Private room,,,0,,2.0,1.0,32.0,1.0,25.778875,-80.20227,2015-08-17 01:56:42.407321
4476753,2197773,Private room,,,20,4.5,1.0,1.0,40.0,2.0,25.784562,-80.205086,2015-08-17 01:56:42.413381
5615491,28342044,Private room,,,33,4.5,2.0,1.0,55.0,1.0,25.800585,-80.207729,2015-08-17 01:56:42.434018
7745804,4586184,Private room,,,0,,2.0,1.0,57.0,1.0,25.809294,-80.213125,2015-08-17 01:56:42.437628
2986396,8270643,Private room,,,6,5.0,2.0,1.0,70.0,2.0,25.787885,-80.218219,2015-08-17 01:56:42.441243
4645631,18634981,Private room,,,0,,2.0,1.0,100.0,1.0,25.773936,-80.199555,2015-08-17 01:56:42.455736
6984734,11756511,Private room,,,0,,2.0,1.0,75.0,3.0,25.948206,-80.139172,2015-08-17 02:00:17.544339
7806666,22016798,Private room,,,0,,4.0,1.0,99.0,1.0,25.95909,-80.140126,2015-08-17 02:00:17.547967
6879639,36005309,Private room,,,0,,2.0,1.0,75.0,1.0,25.967392,-80.124601,2015-08-17 02:00:17.556988
7026236,36832695,Private room,,,0,,2.0,1.0,75.0,,25.944391,-80.139024,2015-08-17 02:00:17.560220
6765406,35418088,Private room,,,0,,2.0,1.0,60.0,1.0,25.965764,-80.139637,2015-08-17 02:00:17.563592
261950,90419,Private room,,,7,5.0,2.0,1.0,89.0,2.0,25.973255,-80.128791,2015-08-17 02:00:17.566957
666862,3303238,Private room,,,2,4.5,2.0,1.0,65.0,1.0,25.965232,-80.140256,2015-08-17 02:00:17.574585
6430239,14533014,Private room,,,3,4.5,2.0,1.0,50.0,,25.938909,-80.145297,2015-08-17 02:00:17.578443
5390363,14990048,Private room,,,1,4.0,2.0,1.0,80.0,1.0,25.9513,-80.136537,2015-08-17 02:00:39.272238
6861399,596168,Private room,,,3,5.0,4.0,1.0,99.0,2.0,25.881986,-80.177898,2015-08-17 02:03:54.694939
171028,360080,Private room,,,5,5.0,2.0,1.0,75.0,1.0,25.883547,-80.181016,2015-08-17 02:03:54.701690
3883147,14525127,Private room,,,0,,1.0,1.0,65.0,2.0,25.881444,-80.174827,2015-08-17 02:03:54.718593
2803432,13816155,Private room,,,10,4.5,1.0,1.0,40.0,1.0,25.887359,-80.186481,2015-08-17 02:03:54.725117
3502707,2197773,Private room,,,4,3.5,1.0,1.0,69.0,2.0,25.778127,-80.280353,2015-08-17 02:05:34.505660
6553740,34225519,Private room,,,6,5.0,2.0,1.0,47.0,1.0,25.782745,-80.277002,2015-08-17 02:05:34.512168
7669044,7779386,Private room,,,0,,1.0,1.0,145.0,1.0,25.769029,-80.191098,2015-08-17 02:06:58.914446
7742817,40508194,Private room,,,0,,1.0,1.0,55.0,1.0,25.75767,-80.191289,2015-08-17 02:06:58.923203
7267656,36502781,Private room,,,0,,2.0,1.0,115.0,1.0,25.769409,-80.190186,2015-08-17 02:06:58.929324
5989054,31094828,Private room,,,4,4.5,5.0,1.0,100.0,3.0,25.756718,-80.198641,2015-08-17 02:06:58.936484
4768079,6258721,Private room,,,40,4.5,2.0,1.0,120.0,1.0,25.76109,-80.190926,2015-08-17 02:06:58.945219
7832739,35311855,Private room,,,0,,2.0,1.0,95.0,1.0,25.758651,-80.197806,2015-08-17 02:06:58.952333
