room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6162425,31969535,Entire home/apt,,,2,,2.0,1.0,149.0,7.0,25.759617,-80.190772,2015-10-05 10:52:36.490220
6481069,32601513,Entire home/apt,,,4,5.0,2.0,1.0,107.0,2.0,25.783382,-80.228425,2015-10-04 02:06:51.515116
2925270,14358069,Entire home/apt,,,2,3.5,2.0,1.0,160.0,,25.761242,-80.191739,2015-10-05 16:56:52.604293
3839053,7466634,Private room,,,7,4.0,1.0,1.0,45.0,3.0,25.787055,-80.1434,2015-10-03 23:13:58.692832
5432566,26161186,Private room,,,12,5.0,1.0,1.0,70.0,1.0,25.800875,-80.127343,2015-10-04 05:03:33.368612
7311348,6843061,Entire home/apt,,,0,,4.0,2.0,500.0,2.0,25.79508,-80.190399,2015-10-05 04:45:05.961823
4449472,251176,Entire home/apt,,,44,4.0,,2.0,145.0,1.0,25.782323,-80.134833,2015-10-05 13:41:18.549760
5640349,25138314,Entire home/apt,,,7,5.0,,2.0,159.0,3.0,25.780236,-80.136695,2015-10-05 09:14:20.942208
6778577,5609323,Entire home/apt,,,0,,4.0,2.0,170.0,,25.956628,-80.128678,2015-10-04 13:29:21.090057
1009484,4140161,Entire home/apt,,,3,3.5,,2.0,200.0,1.0,25.829248,-80.122143,2015-10-05 14:12:57.774679
5927457,30777140,Entire home/apt,,,0,,4.0,1.0,275.0,,25.794785,-80.130269,2015-10-04 11:43:44.035597
815686,4285424,Private room,,,63,4.5,2.0,1.0,69.0,2.0,25.78487,-80.136309,2015-10-05 14:51:20.403648
6851490,1587665,Private room,,,16,4.5,3.0,1.0,79.0,1.0,25.798759,-80.184889,2015-10-04 09:34:45.767796
4924089,3142063,Entire home/apt,,,8,5.0,2.0,0.0,90.0,3.0,25.787909,-80.137209,2015-10-05 02:43:23.150132
2414534,5321669,Entire home/apt,,,12,5.0,3.0,1.0,220.0,5.0,25.767753,-80.189753,2015-10-05 01:44:49.902944
6209567,28631255,Private room,,,0,,2.0,1.0,50.0,7.0,25.848105,-80.371399,2015-10-04 03:57:16.826657
5544873,1400520,Private room,,,1,5.0,2.0,1.0,90.0,1.0,25.86305,-80.196761,2015-10-03 19:50:25.966039
6030354,5714515,Entire home/apt,,,0,,3.0,1.0,150.0,1.0,25.774159,-80.135957,2015-10-04 22:04:03.645596
6489628,31655428,Entire home/apt,,,2,5.0,4.0,1.0,130.0,1.0,25.86326,-80.120951,2015-10-03 21:10:09.494323
1220600,6658211,Private room,,,0,,1.0,1.0,100.0,1.0,25.660632,-80.438278,2015-10-05 12:18:47.356337
4662969,4668524,Entire home/apt,,,5,4.5,3.0,1.0,145.0,2.0,25.854994,-80.140496,2015-10-04 18:52:27.304394
7224711,23751519,Entire home/apt,,,1,4.0,2.0,0.0,79.0,1.0,25.8496,-80.147644,2015-10-05 07:45:14.928008
1369672,6844372,Entire home/apt,,,2,4.5,2.0,1.0,107.0,6.0,25.747107,-80.271185,2015-10-05 15:27:47.742481
5576013,8922033,Entire home/apt,,,1,5.0,,3.0,599.0,2.0,25.770203,-80.189418,2015-10-04 17:03:00.948896
5184732,26817709,Entire home/apt,,,3,5.0,,3.0,263.0,1.0,25.734955,-80.247167,2015-10-04 15:45:20.172371
6544443,34229449,Entire home/apt,,,0,,,2.0,155.0,1.0,25.782385,-80.195022,2015-10-04 18:17:46.668186
4652390,6948611,Entire home/apt,,,19,5.0,4.0,1.0,105.0,2.0,25.86848,-80.12756,2015-10-04 14:09:46.989021
5859751,3416353,Entire home/apt,,,0,,,2.0,490.0,1.0,25.851597,-80.120274,2015-10-05 14:07:15.067531
6461847,23379558,Entire home/apt,,,0,,,6.0,500.0,1.0,25.949599,-80.122408,2015-10-04 02:05:56.752782
454558,1398928,Entire home/apt,,,7,4.5,,3.0,375.0,,25.830326,-80.121896,2015-10-04 06:55:02.478065
