room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7009299,13390917,Shared room,,Pilsen,5,5,5,1,75,,41.854907,-87.658648,41:08.7
7327846,22215535,Shared room,,Little Village,57,4.5,3,1,53,,41.854234,-87.69403,41:07.3
7652138,6452801,Shared room,,Illinois Medical District,18,5,6,1,193,,41.87027,-87.67144,41:03.4
6462163,5175431,Shared room,,Ravenswood,0,0,3,1,95,,41.974662,-87.694323,40:58.9
7917156,7894229,Shared room,,Bucktown,12,5,2,1,90,,41.911394,-87.685668,40:58.9
16042002,68896779,Shared room,,Gold Coast,3,5,2,1,80,,41.893285,-87.61589,40:56.7
14762121,91056850,Shared room,,Gold Coast,1,0,2,1,75,,41.896773,-87.620177,40:56.7
10999085,7391164,Shared room,,Wrigleyville,19,4.5,4,1,77,,41.945123,-87.654818,40:55.3
13933765,82819376,Shared room,,Lake View,4,5,2,1,80,,41.939403,-87.650237,40:53.9
10947455,7391164,Shared room,,Wrigleyville,32,4.5,4,1,77,,41.946247,-87.65538,40:53.9
15240065,96896628,Shared room,,Wrigleyville,9,4.5,2,1,70,,41.948774,-87.652484,40:53.9
14690895,45388439,Shared room,,Belmont Central,0,0,2,1,45,,41.934987,-87.76707,40:51.3
12805646,42524732,Shared room,,Bronzeville,3,4.5,4,1,44,,41.814405,-87.620099,40:51.2
9237713,48005381,Shared room,,Old Irving Park,24,5,3,1,50,,41.954907,-87.740348,40:51.2
12725942,69195015,Shared room,,Budlong Woods,8,4.5,3,1,45,,41.976596,-87.693901,40:50.0
15139581,64092120,Shared room,,Lake View,5,5,2,1,45,,41.947134,-87.663032,40:50.0
7051158,13390917,Shared room,,Pilsen,2,0,5,1,50,,41.856009,-87.660133,40:50.0
7885822,19135944,Shared room,,Lake View East,10,5,2,1,41,,41.933684,-87.638548,40:50.0
14619020,7689661,Shared room,,Kenwood,17,4.5,2,1,43,,41.803698,-87.595485,40:49.0
4924606,25365761,Shared room,,Lake View East,14,4,2,1,30,,41.943274,-87.644067,40:47.7
13576218,32309674,Shared room,,Humboldt Park,2,0,2,1,35,,41.908259,-87.692249,40:47.7
17935081,56743872,Shared room,,University Village / Little Italy,0,0,6,1,37,,41.873317,-87.653826,40:47.7
14321181,30277161,Shared room,,Albany Park,11,4.5,4,1,35,,41.959465,-87.70187,40:46.3
15465507,99239098,Shared room,,West Rogers Park,15,5,2,1,40,,42.000212,-87.684065,40:46.3
