room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
2364469,1314,7391164,Shared room,,Chicago,,Wrigleyville,42,4.5,8,1.0,,60.0,,2017-06-11 14:24:17.430701,41.946169,-87.654718,0101000020E6100000908653E6E6E955C098BED7101CF94440
15125720,1314,31140816,Shared room,,Chicago,,Lathrop Homes,1,0.0,1,1.0,,55.0,,2017-06-11 14:24:17.422565,41.931963,-87.675046,0101000020E6100000EB5223F433EB55C0810A47904AF74440
7906341,1314,41690970,Shared room,,Chicago,,Rogers Park,1,0.0,4,1.0,,59.0,,2017-06-11 14:24:17.419609,42.006896,-87.669508,0101000020E6100000431A1538D9EA55C0923CD7F7E1004540
14731359,1314,54101222,Shared room,,Chicago,,Sheridan Park,12,4.5,2,1.0,,53.0,,2017-06-11 14:24:17.416598,41.964776,-87.661899,0101000020E610000054909F8D5CEA55C09CFBABC77DFB4440
15926884,1314,57387860,Shared room,,Chicago,,Near North,1,0.0,1,1.0,,60.0,,2017-06-11 14:24:15.685775,41.891175,-87.626128,0101000020E610000008C72C7B12E855C0A301BC0512F24440
15240065,1314,96896628,Shared room,,Chicago,,Wrigleyville,14,4.5,2,1.0,,50.0,,2017-06-11 14:24:15.681932,41.948774,-87.652484,0101000020E6100000734A404CC2E955C0C6A52A6D71F94440
18693698,1314,37710907,Shared room,,Chicago,,O'Hare,1,0.0,2,1.0,,55.0,,2017-06-11 14:24:15.679643,41.977923,-87.842138,0101000020E6100000022EC896E5F555C0CB80B3942CFD4440
15233684,1314,96225987,Shared room,,Chicago,,Englewood,1,0.0,2,1.0,,50.0,,2017-06-11 14:24:15.677430,41.765318,-87.631099,0101000020E610000074620FED63E855C02385B2F0F5E14440
19211899,1314,103751048,Shared room,,Chicago,,Hyde Park,0,0.0,1,1.0,,45.0,,2017-06-11 14:24:15.670303,41.80037,-87.593119,0101000020E6100000B8E864A9F5E555C08A592F8672E64440
2305280,1314,7391164,Shared room,,Chicago,,Wrigleyville,63,4.5,6,1.0,,60.0,,2017-06-11 14:24:15.668271,41.946619,-87.655407,0101000020E610000072A43330F2E955C0D862B7CF2AF94440
19021660,1314,56743872,Shared room,,Chicago,,University Village / Little Italy,0,0.0,4,1.0,,42.0,,2017-06-11 14:24:15.666187,41.873262,-87.654466,0101000020E610000003965CC5E2E955C0766B990CC7EF4440
7382294,1314,37190091,Shared room,,Chicago,,Little Village,2,0.0,1,1.0,,45.0,,2017-06-11 14:24:15.663383,41.849634,-87.69939,0101000020E6100000904946CEC2EC55C0EBC891CEC0EC4440
18154485,1314,125190181,Shared room,,Chicago,,Albany Park,10,5.0,2,1.0,,45.0,,2017-06-11 14:24:15.661012,41.97115,-87.722858,0101000020E6100000BA69334E43EE55C055C1A8A44EFC4440
626296,1314,2885441,Shared room,,Chicago,,West Town,29,4.5,4,1.0,,43.0,,2017-06-11 14:24:15.658846,41.891189,-87.660914,0101000020E6100000FDDD3B6A4CEA55C008C72C7B12F24440
16442292,1314,57387860,Shared room,,Chicago,,Near North,2,0.0,1,1.0,,60.0,,2017-06-11 14:24:15.656794,41.891426,-87.627867,0101000020E610000035CF11F92EE855C0ED66463F1AF24440
18580167,1314,83855061,Shared room,,Chicago,,Belmont Central,1,0.0,2,1.0,,45.0,,2017-06-11 14:24:15.654574,41.923536,-87.767607,0101000020E6100000904B1C7920F155C0DE567A6D36F64440
10834215,1314,56104276,Shared room,,Chicago,,Logan Square,24,4.5,2,1.0,,45.0,,2017-06-11 14:24:15.648486,41.926409,-87.718866,0101000020E6100000350D8AE601EE55C02BDCF29194F64440
16690759,1314,52263454,Shared room,,Chicago,,Palmer Square,29,5.0,2,1.0,,45.0,,2017-06-11 14:24:15.645575,41.922425,-87.698315,0101000020E610000099D36531B1EC55C0A301BC0512F64440
18339858,1314,35653853,Shared room,,Chicago,,Rogers Park,0,0.0,1,1.0,,13.0,,2017-06-11 14:24:12.388032,42.014837,-87.667376,0101000020E6100000A988D349B6EA55C0A8E2C62DE6014540
7327846,1314,22215535,Shared room,,Chicago,,Little Village,60,4.5,3,1.0,,29.0,,2017-06-11 14:24:12.379368,41.854234,-87.69403,0101000020E6100000581CCEFC6AEC55C0CD902A8A57ED4440
15343136,1314,59931531,Shared room,,Chicago,,Lake View,2,0.0,2,1.0,,40.0,,2017-06-11 14:24:12.377199,41.946734,-87.651766,0101000020E610000043A9BD88B6E955C0710168942EF94440
15618206,1314,2907254,Shared room,,Chicago,,Uptown,10,4.5,2,1.0,,30.0,,2017-06-11 14:24:12.374567,41.973169,-87.65493,0101000020E6100000D5CA845FEAE955C0923D42CD90FC4440
8484777,1314,11344466,Shared room,,Chicago,,West Rogers Park,0,0.0,4,1.0,,18.0,,2017-06-11 14:24:12.368040,42.012833,-87.703386,0101000020E6100000B69DB64604ED55C0A0A70183A4014540
6039038,1314,2907254,Shared room,,Chicago,,West Rogers Park,58,4.5,2,1.0,,25.0,,2017-06-11 14:24:12.355810,42.017139,-87.688081,0101000020E6100000EFFFE38409EC55C03A3E5A9C31024540
13374561,1314,56935298,Shared room,,Chicago,,Bridgeport,2,0.0,1,1.0,,36.0,,2017-06-11 14:24:12.350720,41.838412,-87.634134,0101000020E610000007D2C5A695E855C077499C1551EB4440
1475647,1314,2907254,Shared room,,Chicago,,West Rogers Park,56,4.5,1,1.0,,25.0,,2017-06-11 14:24:12.342728,42.017013,-87.687183,0101000020E610000080D767CEFAEB55C0AD4D637B2D024540
3742513,1314,2907254,Shared room,,Chicago,,West Rogers Park,59,4.5,2,1.0,,23.0,,2017-06-11 14:24:12.338596,42.017103,-87.68847,0101000020E6100000BC9179E40FEC55C0EDD45C6E30024540
14126662,1314,2907254,Shared room,,Chicago,,Margate Park,23,4.5,1,1.0,,21.0,,2017-06-11 14:24:10.783413,41.972507,-87.654736,0101000020E6100000E3E0D231E7E955C0C710001C7BFC4440
10278470,1314,36300208,Shared room,,Chicago,,Belmont Gardens,1,0.0,1,1.0,,30.0,,2017-06-11 14:24:10.777435,41.934055,-87.729929,0101000020E6100000BAD91F28B7EE55C028D53E1D8FF74440
13999202,1314,41690970,Shared room,,Chicago,,Rogers Park,1,0.0,1,1.0,,10.0,,2017-06-11 14:24:10.775153,42.006565,-87.670271,0101000020E6100000431D56B8E5EA55C02D26361FD7004540
18713230,1314,121970776,Shared room,,Chicago,,Rogers Park,1,0.0,1,1.0,,35.0,,2017-06-11 14:24:10.770332,42.018727,-87.667966,0101000020E6100000C23577F4BFEA55C0AE4676A565024540
14649120,1314,87491745,Shared room,,Chicago,,Uptown,15,4.5,1,1.0,,17.0,,2017-06-11 14:24:10.758847,41.972051,-87.656195,0101000020E61000001E335019FFE955C0A585CB2A6CFC4440
18778029,1314,30810272,Shared room,,Chicago,,Avondale,0,0.0,1,1.0,,30.0,,2017-06-11 14:24:10.756486,41.94096,-87.725,0101000020E61000006666666666EE55C00D6C956071F84440
9679005,1314,36300208,Shared room,,Chicago,,Belmont Gardens,5,5.0,1,1.0,,30.0,,2017-06-11 14:24:10.748849,41.932869,-87.72969,0101000020E6100000F88DAF3DB3EE55C0E2395B4068F74440
6764230,1314,35411575,Shared room,,Chicago,,Washington Park,12,5.0,1,1.0,,35.0,,2017-06-11 14:24:10.746389,41.786322,-87.622369,0101000020E6100000D542C9E4D4E755C00A100533A6E44440
4067570,1314,2907254,Shared room,,Chicago,,West Rogers Park,99,4.5,2,1.0,,30.0,,2017-06-11 14:24:09.158277,42.0169,-87.689048,0101000020E6100000F357C85C19EC55C0B5A679C729024540
1461451,1314,2907254,Shared room,,Chicago,,West Rogers Park,117,4.5,1,1.0,,25.0,,2017-06-11 14:24:09.155617,42.015898,-87.688268,0101000020E610000088B839950CEC55C0310917F208024540
4351295,1314,2907254,Shared room,,Chicago,,West Rogers Park,37,5.0,1,1.0,,25.0,,2017-06-11 14:24:09.150507,42.015755,-87.686777,0101000020E610000048A98427F4EB55C0CEDF844204024540
17617260,1314,87491745,Shared room,,Chicago,,Uptown,3,4.5,2,1.0,,33.0,,2017-06-11 14:24:09.147833,41.973669,-87.656271,0101000020E61000000C94145800EA55C08410902FA1FC4440
3994046,1314,2907254,Shared room,,Chicago,,West Rogers Park,54,5.0,1,1.0,,15.0,,2017-06-11 14:24:09.144377,42.01537,-87.687076,0101000020E610000075779D0DF9EB55C075ABE7A4F7014540
5569521,1314,2907254,Shared room,,Chicago,,West Rogers Park,67,5.0,2,1.0,,30.0,,2017-06-11 14:24:09.140958,42.015551,-87.687618,0101000020E61000000589EDEE01EC55C0C6353E93FD014540
4365466,1314,2907254,Shared room,,Chicago,,West Rogers Park,61,4.5,2,1.0,,24.0,,2017-06-11 14:24:09.135374,42.015383,-87.688761,0101000020E6100000A87004A914EC55C00AF5F411F8014540
13990045,1314,87491745,Shared room,,Chicago,,Margate Park,27,4.5,1,1.0,,20.0,,2017-06-11 14:24:09.131517,41.971732,-87.654383,0101000020E6100000BC033C69E1E955C0043DD4B661FC4440
18728230,1314,58244317,Shared room,,Chicago,,Albany Park,2,0.0,1,1.0,,29.0,,2017-06-11 14:24:09.129467,41.96,-87.717332,0101000020E6100000F4177AC4E8ED55C07B14AE47E1FA4440
14632053,1314,7689661,Shared room,,Chicago,,Kenwood,18,5.0,3,1.0,,35.0,,2017-06-11 14:24:09.125104,41.803971,-87.596566,0101000020E6100000F4F928232EE655C059F78F85E8E64440
14619020,1314,7689661,Shared room,,Chicago,,Kenwood,22,4.5,3,1.0,,35.0,,2017-06-11 14:24:09.122836,41.803698,-87.595485,0101000020E61000008C101E6D1CE655C028EE7893DFE64440
18345901,1314,58244317,Shared room,,Chicago,,Albany Park,2,0.0,1,1.0,,29.0,,2017-06-11 14:24:09.120491,41.960574,-87.718565,0101000020E610000037C30DF8FCED55C0A7B1BD16F4FA4440
18486947,1314,58244317,Shared room,,Chicago,,Albany Park,2,0.0,1,1.0,,29.0,,2017-06-11 14:24:09.118084,41.960664,-87.718343,0101000020E6100000E013EB54F9ED55C0E738B709F7FA4440
15619238,1314,87491745,Shared room,,Chicago,,Uptown,17,4.5,1,1.0,,17.0,,2017-06-11 14:24:09.114453,41.973424,-87.656031,0101000020E6100000618A7269FCE955C01D925A2899FC4440
12221723,1314,65679648,Shared room,,Chicago,,Heart of Chicago,52,4.5,1,1.0,,15.0,,2017-06-11 14:24:07.193435,41.854381,-87.684543,0101000020E61000002B6D718DCFEB55C071A94A5B5CED4440
12211461,1314,65679648,Shared room,,Chicago,,Heart of Chicago,72,4.5,1,1.0,,15.0,,2017-06-11 14:24:07.190438,41.853236,-87.684445,0101000020E610000049BA66F2CDEB55C08BE255D636ED4440
2305230,1314,7391164,Shared room,,Chicago,,Wrigleyville,37,4.5,10,1.0,,20.0,,2017-06-11 14:24:07.182497,41.946555,-87.655087,0101000020E6100000394206F2ECE955C0C16ED8B628F94440
14646743,1314,7689661,Shared room,,Chicago,,Kenwood,32,4.5,3,1.0,,39.0,,2017-06-11 14:24:07.178185,41.802856,-87.594764,0101000020E6100000A435069D10E655C0DDB243FCC3E64440
15466441,1314,41676630,Shared room,,Chicago,,Humboldt Park,7,5.0,2,1.0,,39.0,,2017-06-11 14:24:07.175165,41.906942,-87.691477,0101000020E6100000EB3BBF2841EC55C036AFEAAC16F44440
18728348,1314,58244317,Shared room,,Chicago,,Albany Park,2,0.0,1,1.0,,29.0,,2017-06-11 14:24:07.172847,41.959322,-87.71722,0101000020E61000006002B7EEE6ED55C0AA2A3410CBFA4440
13978463,1314,2907254,Shared room,,Chicago,,Uptown,33,4.5,1,1.0,,20.0,,2017-06-11 14:24:07.169290,41.972037,-87.656472,0101000020E610000057AF22A303EA55C040C05AB56BFC4440
9237713,1314,48005381,Shared room,,Chicago,,Old Irving Park,25,5.0,5,1.0,,25.0,,2017-06-11 14:24:07.166362,41.954907,-87.740348,0101000020E61000002DEA93DC61EF55C059DC7F643AFA4440
18343050,1314,93385835,Shared room,,Chicago,,Fifth City,0,0.0,2,1.0,,35.0,,2017-06-11 14:24:07.164138,41.876254,-87.711591,0101000020E61000003048FAB48AED55C09E7E501729F04440
12211684,1314,65679648,Shared room,,Chicago,,Heart of Chicago,56,4.5,1,1.0,,15.0,,2017-06-11 14:24:07.161929,41.853191,-87.682631,0101000020E6100000170FEF39B0EB55C0EB1ED95C35ED4440
18890307,1314,691000,Shared room,,Chicago,,Englewood,0,0.0,6,1.0,,15.0,,2017-06-11 14:24:07.159565,41.776177,-87.654194,0101000020E610000053CF8250DEE955C0257497C459E34440
18728731,1314,58244317,Shared room,,Chicago,,Albany Park,1,0.0,1,1.0,,29.0,,2017-06-11 14:24:07.153612,41.960461,-87.71815,0101000020E6100000D5E76A2BF6ED55C0AF0AD462F0FA4440
10999085,1314,7391164,Shared room,,Chicago,,Wrigleyville,27,4.5,4,1.0,,27.0,,2017-06-11 14:24:07.149938,41.945123,-87.654818,0101000020E610000042B5C189E8E955C045D95BCAF9F84440
12221851,1314,65679648,Shared room,,Chicago,,Heart of Chicago,65,4.5,1,1.0,,15.0,,2017-06-11 14:24:05.164141,41.853591,-87.684246,0101000020E6100000CE1ABCAFCAEB55C079944A7842ED4440
9096802,1314,14677599,Shared room,,Chicago,,Lake View,7,4.5,1,1.0,,20.0,,2017-06-11 14:24:05.161699,41.938137,-87.684585,0101000020E610000042959A3DD0EB55C072158BDF14F84440
12467348,1314,33323421,Shared room,,Chicago,,Uptown,50,5.0,1,1.0,,20.0,,2017-06-11 14:24:05.158599,41.974147,-87.657399,0101000020E6100000145B41D312EA55C08E3F51D9B0FC4440
18664979,1314,58244317,Shared room,,Chicago,,Albany Park,5,5.0,1,1.0,,29.0,,2017-06-11 14:24:05.155177,41.959443,-87.717048,0101000020E6100000626A4B1DE4ED55C025B03907CFFA4440
17680767,1314,2907254,Shared room,,Chicago,,Margate Park,4,5.0,1,1.0,,25.0,,2017-06-11 14:24:05.152501,41.972056,-87.654338,0101000020E6100000ECA17DACE0E955C0B7F0BC546CFC4440
18162012,1314,69233305,Shared room,,Chicago,,Logan Square,5,5.0,2,1.0,,20.0,,2017-06-11 14:24:05.149483,41.929756,-87.710799,0101000020E6100000E3C116BB7DED55C040A19E3E02F74440
15026595,1314,94872049,Shared room,,Chicago,,Kenwood,18,5.0,2,1.0,,29.0,,2017-06-11 14:24:05.147210,41.808984,-87.602968,0101000020E61000003622180797E655C05F7EA7C98CE74440
9269658,1314,48147127,Shared room,,Chicago,,Logan Square,6,5.0,2,1.0,,40.0,,2017-06-11 14:24:05.141855,41.912239,-87.709522,0101000020E6100000B972F6CE68ED55C060915F3FC4F44440
11440043,1314,691000,Shared room,,Chicago,,Englewood,5,5.0,6,1.0,,15.0,,2017-06-11 14:24:05.138632,41.777423,-87.654639,0101000020E6100000EAEBF99AE5E955C04014CC9882E34440
15042311,1314,41676630,Shared room,,Chicago,,Humboldt Park,17,4.5,2,1.0,,39.0,,2017-06-11 14:24:05.136440,41.907012,-87.689348,0101000020E610000008E412471EEC55C02F8A1EF818F44440
16088330,1314,41544930,Shared room,,Chicago,,Margate Park,8,5.0,1,1.0,,25.0,,2017-06-11 14:24:05.134217,41.972177,-87.652724,0101000020E61000001E54E23AC6E955C03276C24B70FC4440
8116676,1314,42854275,Shared room,,Chicago,,Bronzeville,23,5.0,1,1.0,,30.0,,2017-06-11 14:24:05.131317,41.806067,-87.620686,0101000020E610000072C5C551B9E755C042B115342DE74440
7735577,1314,36300208,Shared room,,Chicago,,Belmont Gardens,5,5.0,1,1.0,,30.0,,2017-06-11 14:24:05.128348,41.934965,-87.728418,0101000020E610000056F487669EEE55C0CBF3E0EEACF74440
10947455,1314,7391164,Shared room,,Chicago,,Wrigleyville,42,4.5,4,1.0,,27.0,,2017-06-11 14:24:05.125497,41.946247,-87.65538,0101000020E6100000F59CF4BEF1E955C01478279F1EF94440
9050138,1314,15612959,Shared room,,Chicago,,Rogers Park,42,4.5,1,1.0,,13.0,,2017-06-11 14:24:05.122300,42.017682,-87.684084,0101000020E6100000E1ED4108C8EB55C02BDD5D6743024540
18350616,1314,7689661,Shared room,,Chicago,,Englewood,5,4.5,2,1.0,,17.0,,2017-06-11 14:24:02.798214,41.78935,-87.634114,0101000020E6100000E3FBE25295E855C07E8CB96B09E54440
19143990,1314,48005381,Shared room,,Chicago,,Old Irving Park,0,0.0,1,1.0,,25.0,,2017-06-11 14:24:02.793594,41.957092,-87.741841,0101000020E61000003E75AC527AEF55C0B2A19BFD81FA4440
7973300,1314,26927186,Shared room,,Chicago,,Logan Square,41,4.5,2,1.0,,25.0,,2017-06-11 14:24:02.790903,41.932209,-87.720664,0101000020E6100000E4D9E55B1FEE55C0B804E09F52F74440
19020047,1314,109249300,Shared room,,Chicago,,East Garfield Park,1,0.0,2,1.0,,20.0,,2017-06-11 14:24:02.788861,41.886414,-87.707473,0101000020E61000006473D53C47ED55C0B85B920376F14440
12221938,1314,65679648,Shared room,,Chicago,,Heart of Chicago,50,4.5,1,1.0,,15.0,,2017-06-11 14:24:02.783017,41.855251,-87.68328,0101000020E6100000B28009DCBAEB55C0876F61DD78ED4440
18857798,1314,131382889,Shared room,,Chicago,,East Ukrainian Village,1,0.0,1,1.0,,34.0,,2017-06-11 14:24:02.780535,41.899813,-87.672335,0101000020E6100000323D618907EB55C001C287122DF34440
11532825,1314,558687,Shared room,,Chicago,,Heart of Chicago,61,4.5,1,1.0,,25.0,,2017-06-11 14:24:02.773767,41.85636,-87.671965,0101000020E6100000A0C37C7901EB55C021CD58349DED4440
18728672,1314,58244317,Shared room,,Chicago,,Albany Park,2,0.0,1,1.0,,29.0,,2017-06-11 14:24:02.771332,41.959886,-87.717954,0101000020E6100000138255F5F2ED55C0B2F1608BDDFA4440
7805526,1314,22215535,Shared room,,Chicago,,Little Village,50,4.5,2,1.0,,25.0,,2017-06-11 14:24:02.768494,41.855038,-87.69254,0101000020E6100000FFCA4A9352EC55C02B6B9BE271ED4440
14054841,1314,64582798,Shared room,,Chicago,,Little Village,30,4.5,1,1.0,,25.0,,2017-06-11 14:24:02.762600,41.845716,-87.722229,0101000020E610000042CEFBFF38EE55C01BDA006C40EC4440
13753623,1314,34397471,Shared room,,Chicago,,North Kenwood,11,4.5,2,1.0,,36.0,,2017-06-11 14:24:02.759809,41.812612,-87.602318,0101000020E6100000B2F2CB608CE655C0282B86AB03E84440
18996011,1314,25439337,Shared room,,Chicago,,Lake Meadows,1,0.0,1,1.0,,30.0,,2017-06-11 14:24:02.757343,41.834266,-87.617192,0101000020E610000095D6DF1280E755C01615713AC9EA4440
12039993,1314,32147908,Shared room,,Chicago,,Heart of Chicago,49,4.5,2,1.0,,24.0,,2017-06-11 14:24:02.755010,41.855819,-87.672429,0101000020E610000072F8A41309EB55C0D0251C7A8BED4440
13240673,1314,42168859,Shared room,,Chicago,,Noble Square,26,5.0,1,1.0,,26.0,,2017-06-11 14:24:02.750882,41.897675,-87.663274,0101000020E61000006092CA1473EA55C0E9B7AF03E7F24440
18891447,1314,691000,Shared room,,Chicago,,Englewood,1,0.0,8,1.0,,15.0,,2017-06-11 14:24:02.748333,41.776174,-87.653694,0101000020E6100000DAE55B1FD6E955C0B4006DAB59E34440
17079001,1314,60401879,Shared room,,Chicago,,Edgewater Beach,23,5.0,3,1.0,,23.0,,2017-06-11 14:24:00.967678,41.98372,-87.656483,0101000020E610000051D845D103EA55C0E7357689EAFD4440
7511458,1314,33813743,Shared room,,Chicago,,Heart of Chicago,59,5.0,1,1.0,,35.0,,2017-06-11 14:24:00.956386,41.849975,-87.676233,0101000020E610000076DEC66647EB55C074B515FBCBEC4440
14089727,1314,871911,Shared room,,Chicago,,Lake View,40,5.0,2,1.0,,25.0,,2017-06-11 14:24:00.954051,41.945554,-87.651558,0101000020E61000009E5C5320B3E955C00E4DD9E907F94440
17895062,1314,46594815,Shared room,,Chicago,,Mayfair,13,5.0,1,1.0,,19.0,,2017-06-11 14:24:00.951855,41.961169,-87.734227,0101000020E6100000C6353E93FDEE55C0EA76F69507FB4440
15436230,1314,41676630,Shared room,,Chicago,,Humboldt Park,26,5.0,1,1.0,,39.0,,2017-06-11 14:24:00.949366,41.907043,-87.690025,0101000020E6100000091B9E5E29EC55C06A882AFC19F44440
17795462,1314,9805456,Shared room,,Chicago,,Bucktown,2,0.0,1,1.0,,25.0,,2017-06-11 14:24:00.947177,41.92269,-87.685203,0101000020E6100000C007AF5DDAEB55C0522CB7B41AF64440
9767819,1314,50365989,Shared room,,Chicago,,East Pilsen,87,5.0,2,1.0,,35.0,,2017-06-11 14:24:00.945036,41.856668,-87.641106,0101000020E61000003DD175E107E955C0CEC3094CA7ED4440
18591452,1314,91186260,Shared room,,Chicago,,Englewood,1,0.0,2,1.0,,18.0,,2017-06-11 14:24:00.940616,41.790222,-87.634257,0101000020E61000009510ACAA97E855C0344A97FE25E54440
18515480,1314,7689661,Shared room,,Chicago,,Englewood,2,0.0,2,1.0,,18.0,,2017-06-11 14:24:00.938407,41.788183,-87.634779,0101000020E6100000014C1938A0E855C0AF21382EE3E44440
14553446,1314,42771477,Shared room,,Chicago,,Tri-Taylor,9,4.5,1,1.0,,30.0,,2017-06-11 14:24:00.931176,41.875383,-87.675432,0101000020E610000000AB23473AEB55C0B83CD68C0CF04440
12222012,1314,65679648,Shared room,,Chicago,,Heart of Chicago,31,4.5,1,1.0,,15.0,,2017-06-11 14:24:00.927371,41.853717,-87.683263,0101000020E610000047E4BB94BAEB55C00685419946ED4440
9303267,1314,9148781,Shared room,,Chicago,,Bucktown,138,4.5,2,1.0,,30.0,,2017-06-11 14:24:00.924294,41.910557,-87.677679,0101000020E6100000E78BBD175FEB55C06A12BC218DF44440
5958652,1314,558687,Shared room,,Chicago,,Heart of Chicago,85,4.5,1,1.0,,25.0,,2017-06-11 14:24:00.921963,41.856982,-87.671531,0101000020E610000003D0285DFAEA55C05EA10F96B1ED4440
18108580,1314,5245228,Shared room,,Chicago,,Near West Side,11,5.0,1,1.0,,30.0,,2017-06-11 14:24:00.919647,41.88036,-87.686126,0101000020E6100000DCBB067DE9EB55C0715AF0A2AFF04440
14055052,1314,64582798,Shared room,,Chicago,,Little Village,35,5.0,1,1.0,,25.0,,2017-06-11 14:24:00.915374,41.844284,-87.722839,0101000020E61000007E5182FE42EE55C09E44847F11EC4440
11320334,1314,46633642,Entire home/apt,,Chicago,,Near North,0,0.0,6,3.0,,899.0,,2017-06-11 14:16:35.572640,41.89077,-87.626538,0101000020E6100000E1ECD63219E855C0042159C004F24440
18360645,1314,33127842,Entire home/apt,,Chicago,,Streeterville,0,0.0,6,2.0,,189.0,,2017-06-11 14:14:47.970672,41.890539,-87.623328,0101000020E610000097AB1F9BE4E755C00168942EFDF14440
