room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
2305230,7391164,Shared room,,Wrigleyville,28,4.5,10,1.0,77.0,,41.946555,-87.655087,2017-01-15 03:17:52.981774
8273329,41690970,Shared room,,Rogers Park,3,4.0,3,1.0,76.0,,42.006337,-87.671078,2017-01-15 03:17:51.809081
14690895,45388439,Shared room,,Belmont Central,0,0.0,2,1.0,67.0,,41.934987,-87.76707,2017-01-15 03:17:51.800298
10999085,7391164,Shared room,,Wrigleyville,17,5.0,4,1.0,77.0,,41.945123,-87.654818,2017-01-15 03:17:51.310716
13101192,42524732,Shared room,,Bronzeville,0,0.0,6,1.0,53.0,,41.815258,-87.621716,2017-01-15 03:17:50.841559
13065414,72037474,Shared room,,South Shore,2,0.0,3,1.0,50.0,,41.763514,-87.560762,2017-01-15 03:17:48.743408
15465507,99239098,Shared room,,West Rogers Park,9,5.0,2,1.0,44.0,,42.000212,-87.684065,2017-01-15 03:17:48.735910
15074354,61719771,Shared room,,Humboldt Park,0,0.0,2,1.0,50.0,,41.903182,-87.706951,2017-01-15 03:17:48.730960
12725942,69195015,Shared room,,Budlong Woods,8,4.5,3,1.0,52.0,,41.976596,-87.693901,2017-01-15 03:17:48.724842
15958512,27269736,Shared room,,The Loop,3,4.5,2,1.0,55.0,,41.888739,-87.624781,2017-01-15 03:17:48.719112
15466441,41676630,Shared room,,Humboldt Park,4,5.0,4,1.0,58.0,,41.906942,-87.691477,2017-01-15 03:17:48.714630
4065712,19800170,Shared room,,Avondale,8,5.0,3,1.0,51.0,,41.943487,-87.705888,2017-01-15 03:17:48.711787
15859107,190638,Shared room,,Noble Square,1,0.0,3,1.0,42.0,,41.896645,-87.666144,2017-01-15 03:17:47.914162
12781824,4226043,Shared room,,Noble Square,1,0.0,2,1.0,50.0,,41.905306,-87.66567,2017-01-15 03:17:47.906342
15654468,4508186,Shared room,,Lake View East,1,0.0,4,1.0,40.0,,41.934225,-87.640683,2017-01-15 03:17:45.741937
8799237,36300208,Shared room,,Cragin,2,0.0,2,1.0,30.0,,41.931823,-87.746662,2017-01-15 03:17:45.737436
6039038,2907254,Shared room,,West Rogers Park,45,4.5,2,1.0,35.0,,42.017139,-87.688081,2017-01-15 03:17:45.722831
14857315,44358452,Shared room,,South Chicago,1,0.0,2,1.0,40.0,,41.739667,-87.5639,2017-01-15 03:17:45.714529
3742513,2907254,Shared room,,West Rogers Park,48,4.5,2,1.0,33.0,,42.017103,-87.68847,2017-01-15 03:17:45.297160
16490327,58239424,Shared room,,Bridgeport,0,0.0,3,1.0,15.0,,41.838753,-87.642814,2017-01-15 03:17:45.278273
10409970,34453966,Shared room,,Pilsen,41,4.0,2,1.0,34.0,,41.857087,-87.664616,2017-01-15 03:17:45.274242
15618206,2907254,Shared room,,Uptown,5,4.5,2,1.0,25.0,,41.973169,-87.65493,2017-01-15 03:17:44.833349
14089727,871911,Shared room,,Lake View,24,5.0,2,1.0,25.0,,41.945554,-87.651558,2017-01-15 03:17:44.829576
15673284,12360029,Shared room,,Lake View,0,0.0,1,1.0,375.0,,41.942048,-87.652536,2017-01-15 03:17:43.599794
15604799,61726578,Shared room,,Lake View,0,0.0,1,1.0,355.0,,41.946341,-87.665856,2017-01-15 03:17:43.597669
15692507,52982381,Shared room,,Lake View,0,0.0,2,1.0,350.0,,41.943859,-87.655963,2017-01-15 03:17:43.595153
6050527,2907254,Shared room,,West Rogers Park,23,4.5,1,1.0,500.0,,42.017537,-87.687216,2017-01-15 03:17:43.592424
4479112,2276714,Shared room,,Gold Coast,12,4.5,1,1.0,275.0,,41.891906,-87.621234,2017-01-15 03:17:42.407469
15677208,6339606,Shared room,,Lake View,0,0.0,4,1.0,300.0,,41.948025,-87.660063,2017-01-15 03:17:42.405237
15705952,101425130,Shared room,,Graceland West,0,0.0,3,1.0,250.0,,41.957058,-87.666012,2017-01-15 03:17:42.390910
15732542,20191915,Shared room,,Lake View,0,0.0,2,1.0,250.0,,41.939145,-87.651235,2017-01-15 03:17:42.388952
14219810,80129154,Shared room,,The Loop,0,0.0,5,1.0,250.0,,41.886568,-87.626653,2017-01-15 03:17:42.384998
15039199,12826022,Shared room,,Buena Park,0,0.0,2,1.0,200.0,,41.959105,-87.648377,2017-01-15 03:17:40.887696
7689809,40385929,Shared room,,Sheffield Neighbors,0,0.0,1,1.0,200.0,,41.920575,-87.657316,2017-01-15 03:17:40.884886
9192419,15109028,Shared room,,Near East Side,9,5.0,2,1.0,200.0,,41.887213,-87.617102,2017-01-15 03:17:40.879001
15646372,15165045,Shared room,,Lake View East,0,0.0,2,1.0,200.0,,41.949477,-87.646114,2017-01-15 03:17:40.876755
15660098,92549028,Shared room,,Graceland West,0,0.0,1,1.0,200.0,,41.958866,-87.665321,2017-01-15 03:17:40.874409
15681089,59821045,Shared room,,Wrigleyville,0,0.0,2,1.0,200.0,,41.945486,-87.651932,2017-01-15 03:17:40.870772
9006684,47033419,Shared room,,Lake View,0,0.0,2,1.0,200.0,,41.942879,-87.658768,2017-01-15 03:17:40.865230
13879412,6452801,Shared room,,Illinois Medical District,3,4.5,6,1.0,147.0,,41.869581,-87.67194,2017-01-15 03:17:38.213650
14238445,85749656,Shared room,,Back of the Yards,1,0.0,1,1.0,167.0,,41.796663,-87.67876,2017-01-15 03:17:38.211437
14222142,85386003,Shared room,,Lake View,1,0.0,1,1.0,169.0,,41.946419,-87.663103,2017-01-15 03:17:38.207151
15815123,101868690,Shared room,,Englewood,0,0.0,1,1.0,169.0,,41.791569,-87.659142,2017-01-15 03:17:38.201477
15736974,101686164,Shared room,,Lake View,0,0.0,1,1.0,144.0,,41.943595,-87.653407,2017-01-15 03:17:38.199415
7872808,41493135,Shared room,,Sheffield Neighbors,0,0.0,1,1.0,160.0,,41.919634,-87.653014,2017-01-15 03:17:38.190640
15590295,61185462,Shared room,,Logan Square,0,0.0,1,1.0,175.0,,41.930699,-87.712263,2017-01-15 03:17:38.188040
3022952,14295067,Shared room,,Wrigleyville,0,0.0,1,1.0,140.0,,41.94929,-87.657973,2017-01-15 03:17:36.616082
6728543,11080683,Shared room,,Lake View,0,0.0,1,1.0,125.0,,41.934102,-87.656232,2017-01-15 03:17:36.610719
14365140,88104849,Shared room,,Gold Coast,0,0.0,2,1.0,135.0,,41.906118,-87.625501,2017-01-15 03:17:36.606965
13697480,37929580,Shared room,,Buena Park,0,0.0,2,1.0,119.0,,41.96076,-87.653301,2017-01-15 03:17:36.238723
15501542,4370447,Shared room,,Lake View,1,0.0,3,1.0,100.0,,41.941733,-87.649463,2017-01-15 03:17:36.233326
7695729,40419117,Shared room,,Edgewater Beach,0,0.0,1,1.0,100.0,,41.989446,-87.654894,2017-01-15 03:17:34.853973
6867438,35985772,Shared room,,Pilsen,0,0.0,8,1.0,90.0,,41.857132,-87.659676,2017-01-15 03:17:34.851413
8867929,38757350,Shared room,,Old Town Triangle,5,5.0,2,1.0,90.0,,41.91295,-87.639069,2017-01-15 03:17:34.845787
3633483,10658260,Shared room,,Pilsen,15,5.0,4,1.0,90.0,,41.856921,-87.652777,2017-01-15 03:17:34.841384
14090596,19801282,Shared room,,Near North,1,0.0,2,1.0,95.0,,41.893563,-87.630528,2017-01-15 03:17:34.838819
6880993,23162368,Shared room,,Edgewater Beach,3,5.0,2,1.0,85.0,,41.993779,-87.657605,2017-01-15 03:17:34.834882
13946332,82996587,Shared room,,Lake View East,0,0.0,1,1.0,100.0,,41.933842,-87.648241,2017-01-15 03:17:34.832353
15036004,12826022,Shared room,,Buena Park,4,4.5,1,1.0,100.0,,41.957159,-87.64995,2017-01-15 03:17:34.830437
6869513,19594148,Shared room,,Lake View,0,0.0,1,1.0,100.0,,41.939241,-87.655751,2017-01-15 03:17:34.824624
8429291,44392172,Shared room,,East Hyde Park,0,0.0,1,1.0,80.0,,41.804393,-87.584436,2017-01-15 03:17:34.821840
15664445,57387860,Shared room,,Near North,1,0.0,1,1.0,100.0,,41.891529,-87.627895,2017-01-15 03:17:34.819634
10079903,51722534,Shared room,,Portage Park,0,0.0,1,1.0,65.0,,41.947123,-87.74881,2017-01-15 03:17:32.610125
6938007,36376430,Shared room,,Gold Coast,7,5.0,2,1.0,80.0,,41.908889,-87.63054,2017-01-15 03:17:32.606685
4096995,2880338,Shared room,,Ravenswood,12,4.0,6,1.0,80.0,,41.962781,-87.673385,2017-01-15 03:17:32.599892
6462163,5175431,Shared room,,Ravenswood,0,0.0,3,1.0,75.0,,41.974662,-87.694323,2017-01-15 03:17:32.597446
8014506,42227751,Shared room,,Lake View East,9,5.0,2,1.0,75.0,,41.934407,-87.643872,2017-01-15 03:17:32.594706
13810264,2907254,Shared room,,West Rogers Park,4,5.0,6,1.0,65.0,,42.015969,-87.688302,2017-01-15 03:17:32.592478
5642157,800118,Shared room,,River North,0,0.0,2,1.0,70.0,,41.887251,-87.637798,2017-01-15 03:17:32.109728
626187,3107984,Shared room,,Edgewater Beach,22,4.5,2,1.0,70.0,,41.986257,-87.654822,2017-01-15 03:17:32.107417
16004555,9853141,Shared room,,Lake View East,0,0.0,2,1.0,64.0,,41.943569,-87.642339,2017-01-15 03:17:32.092121
14356479,45304894,Shared room,,Lake View,3,5.0,2,1.0,65.0,,41.949668,-87.673333,2017-01-15 03:17:32.089857
15926884,57387860,Shared room,,Near North,1,0.0,1,1.0,60.0,,41.891175,-87.626128,2017-01-15 03:17:32.087478
16419168,58221661,Shared room,,Lincoln Park,0,0.0,7,1.0,72.0,,41.924798,-87.647753,2017-01-15 03:17:32.083088
14038339,2907254,Shared room,,West Rogers Park,3,4.5,2,1.0,65.0,,42.015705,-87.684942,2017-01-15 03:17:32.080061
16628502,63356110,Shared room,,Bucktown,0,0.0,2,1.0,75.0,,41.915226,-87.674508,2017-01-15 03:17:31.003027
15835053,25905700,Shared room,,Near North,1,0.0,3,1.0,75.0,,41.901469,-87.63235,2017-01-15 03:17:30.999033
10539575,54349321,Shared room,,West Loop Gate,58,5.0,2,1.0,65.0,,41.881426,-87.641446,2017-01-15 03:17:30.996273
14484862,89249903,Shared room,,Humboldt Park,4,5.0,5,1.0,80.0,,41.90921,-87.690671,2017-01-15 03:17:30.993462
3415762,17222951,Shared room,,Prairie District,1,0.0,2,1.0,65.0,,41.855989,-87.62165,2017-01-15 03:17:30.990392
3351169,16909744,Shared room,,Dearborn Park,88,4.5,2,1.0,69.0,,41.8611,-87.627803,2017-01-15 03:17:30.987721
14014338,83813367,Shared room,,Lake View,11,5.0,4,1.0,70.0,,41.947069,-87.651291,2017-01-15 03:17:30.985378
15379201,11949514,Shared room,,Belmont Central,4,5.0,3,1.0,77.0,,41.93721,-87.778544,2017-01-15 03:17:30.982812
15797189,63300014,Shared room,,Little Village,1,0.0,4,1.0,69.0,,41.85327,-87.699601,2017-01-15 03:17:30.979808
16273092,106426951,Shared room,,Streeterville,0,0.0,2,1.0,60.0,,41.891534,-87.620318,2017-01-15 03:17:30.977573
14094257,1852739,Shared room,,Gold Coast,7,5.0,2,1.0,79.0,,41.892149,-87.622557,2017-01-15 03:17:30.975245
15125720,31140816,Shared room,,Lathrop Homes,1,0.0,1,1.0,65.0,,41.931963,-87.675046,2017-01-15 03:17:30.967555
14076233,84578440,Shared room,,Lake View,6,5.0,4,1.0,75.0,,41.950666,-87.661962,2017-01-15 03:17:30.963732
9146854,24208742,Shared room,,Sheffield Neighbors,5,5.0,4,1.0,75.0,,41.920903,-87.655779,2017-01-15 03:17:30.960923
14942202,58012218,Shared room,,The Loop,8,5.0,2,1.0,75.0,,41.884754,-87.624795,2017-01-15 03:17:30.958362
13975882,18572700,Shared room,,Lake View East,1,0.0,1,1.0,45.0,,41.945708,-87.647655,2017-01-15 03:17:29.624496
14946833,94053162,Shared room,,Sheffield Neighbors,2,0.0,2,1.0,60.0,,41.921566,-87.662634,2017-01-15 03:17:29.620462
14963861,25292046,Shared room,,Near North,0,0.0,2,1.0,49.0,,41.895725,-87.630927,2017-01-15 03:17:29.617618
5716097,24341262,Shared room,,Gold Coast,12,5.0,1,1.0,55.0,,41.899316,-87.62603,2017-01-15 03:17:28.747713
3005362,13956846,Shared room,,South Loop,4,5.0,1,1.0,51.0,,41.874314,-87.626315,2017-01-15 03:17:28.744349
7917156,7894229,Shared room,,Bucktown,12,5.0,2,1.0,60.0,,41.911394,-87.685668,2017-01-15 03:17:28.741482
14489395,89405742,Shared room,,Englewood,0,0.0,4,1.0,50.0,,41.760196,-87.634222,2017-01-15 03:17:28.738609
15662055,54375279,Shared room,,Lake View,0,0.0,1,1.0,50.0,,41.941534,-87.653201,2017-01-15 03:17:28.735748
2685773,13734037,Shared room,,East Pilsen,9,5.0,2,1.0,45.0,,41.858118,-87.646208,2017-01-15 03:17:28.732703
14824566,92454028,Shared room,,Rogers Park,1,0.0,3,1.0,50.0,,42.007758,-87.667297,2017-01-15 03:17:28.730023
14373772,73084520,Shared room,,Edgewater Beach,0,0.0,1,1.0,50.0,,41.984368,-87.657245,2017-01-15 03:17:28.726734
14770773,15883844,Shared room,,River North,22,5.0,4,1.0,40.0,,41.889781,-87.635593,2017-01-15 03:17:28.723996
15956956,57387860,Shared room,,Near North,1,0.0,1,1.0,60.0,,41.891642,-87.627729,2017-01-15 03:17:28.721456
15942308,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.893318,-87.628071,2017-01-15 03:17:28.718352
16297519,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.892984,-87.626997,2017-01-15 03:17:28.715207
15759473,57387860,Shared room,,Near North,1,0.0,1,1.0,60.0,,41.891374,-87.626933,2017-01-15 03:17:28.712585
15950510,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.892744,-87.62754,2017-01-15 03:17:28.709816
10149938,25443139,Shared room,,Lawndale,4,4.5,2,1.0,45.0,,41.870063,-87.68669,2017-01-15 03:17:28.704727
15957773,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.892833,-87.628395,2017-01-15 03:17:28.701933
7906341,41690970,Shared room,,Rogers Park,1,0.0,4,1.0,44.0,,42.006896,-87.669508,2017-01-15 03:17:27.566991
8687127,11375921,Shared room,,Lake View,78,5.0,2,1.0,45.0,,41.950868,-87.66037,2017-01-15 03:17:27.564695
6225255,26570726,Shared room,,Buena Park,1,0.0,2,1.0,60.0,,41.961583,-87.653074,2017-01-15 03:17:27.561137
15303861,36481408,Shared room,,East Beverly,2,0.0,2,1.0,45.0,,41.703528,-87.669185,2017-01-15 03:17:27.559099
6864129,35969257,Shared room,,Lincoln Park,0,0.0,1,1.0,50.0,,41.924749,-87.63941,2017-01-15 03:17:27.550438
7939139,41868306,Shared room,,Near North,5,4.5,2,1.0,45.0,,41.902343,-87.630559,2017-01-15 03:17:27.543599
6779852,35492053,Shared room,,Mayfair,0,0.0,1,1.0,41.0,,41.964815,-87.735498,2017-01-15 03:17:27.539266
15139581,64092120,Shared room,,Lake View,5,5.0,2,1.0,45.0,,41.947134,-87.663032,2017-01-15 03:17:27.536626
12158686,32237324,Shared room,,Lake View East,15,5.0,1,1.0,55.0,,41.945218,-87.648192,2017-01-15 03:17:25.958887
6732098,35258117,Shared room,,Sheffield Neighbors,17,4.5,1,1.0,48.0,,41.918686,-87.652633,2017-01-15 03:17:25.956443
8222585,43025737,Shared room,,Pilsen,16,4.5,2,1.0,54.0,,41.859195,-87.649848,2017-01-15 03:17:25.952305
5593367,29000818,Shared room,,Bridgeport,16,4.5,2,1.0,45.0,,41.842024,-87.64066,2017-01-15 03:17:25.949907
15125211,45440176,Shared room,,South Austin,0,0.0,1,1.0,40.0,,41.889502,-87.758573,2017-01-15 03:17:25.947289
16442292,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.891426,-87.627867,2017-01-15 03:17:25.943542
13933765,82819376,Shared room,,Lake View,4,5.0,2,1.0,50.0,,41.939403,-87.650237,2017-01-15 03:17:25.941234
14521944,72581231,Shared room,,Logan Square,3,4.5,1,1.0,40.0,,41.917258,-87.718657,2017-01-15 03:17:25.939268
15507429,40150283,Shared room,,Lake View,0,0.0,2,1.0,50.0,,41.951818,-87.666941,2017-01-15 03:17:25.937268
9855384,50733260,Shared room,,University Village / Little Italy,0,0.0,1,1.0,60.0,,41.860316,-87.648719,2017-01-15 03:17:25.934147
16424566,21423350,Shared room,,Buena Park,0,0.0,2,1.0,60.0,,41.954586,-87.655485,2017-01-15 03:17:25.931866
15240065,96896628,Shared room,,Wrigleyville,8,4.5,2,1.0,50.0,,41.948774,-87.652484,2017-01-15 03:17:25.929474
7535672,39276334,Shared room,,Lake View East,11,5.0,1,1.0,50.0,,41.94364,-87.647551,2017-01-15 03:17:25.924610
15986577,103829194,Shared room,,Little Village,0,0.0,2,1.0,60.0,,41.851728,-87.708336,2017-01-15 03:17:25.922266
15696148,20893343,Shared room,,Lake View,0,0.0,1,1.0,45.0,,41.940823,-87.66316,2017-01-15 03:17:25.919869
14731359,54101222,Shared room,,Sheridan Park,8,4.5,2,1.0,52.0,,41.964776,-87.661899,2017-01-15 03:17:25.917658
7382294,37190091,Shared room,,Little Village,2,0.0,1,1.0,45.0,,41.849634,-87.69939,2017-01-15 03:17:25.914582
15114503,11495238,Shared room,,Humboldt Park,6,4.0,2,1.0,40.0,,41.908496,-87.707225,2017-01-15 03:17:24.260995
16522017,74059941,Shared room,,Near North,0,0.0,1,1.0,50.0,,41.900493,-87.629399,2017-01-15 03:17:24.259001
16403903,57387860,Shared room,,Near North,0,0.0,1,1.0,60.0,,41.891984,-87.626359,2017-01-15 03:17:24.256228
15694800,3486589,Shared room,,Ukrainian Village,5,5.0,3,1.0,50.0,,41.89835,-87.677806,2017-01-15 03:17:24.254031
626296,2885441,Shared room,,West Town,27,4.5,4,1.0,55.0,,41.891189,-87.660914,2017-01-15 03:17:24.251175
15409482,11375921,Shared room,,Lake View,7,5.0,2,1.0,49.0,,41.933004,-87.661307,2017-01-15 03:17:24.248903
15079995,63002441,Shared room,,Lake View East,0,0.0,1,1.0,50.0,,41.942044,-87.642954,2017-01-15 03:17:24.245286
10834215,56104276,Shared room,,Logan Square,8,4.5,2,1.0,44.0,,41.926409,-87.718866,2017-01-15 03:17:24.241502
9767819,50365989,Shared room,,East Pilsen,65,5.0,2,1.0,60.0,,41.856668,-87.641106,2017-01-15 03:17:24.237645
