room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
18617088,129325971,Shared room,,Phinney Ridge,0,0,4,1,207,,47.677493,-122.356851,06:21.1
7462439,6678025,Shared room,,Mann,9,4.5,2,1,49,,47.617595,-122.299246,06:00.2
13395087,75961250,Shared room,,Roosevelt,0,0,2,1,99,,47.684505,-122.312368,05:50.1
13418525,75961250,Shared room,,Roosevelt,0,0,2,1,99,,47.685374,-122.313325,05:50.1
13877900,1243056,Shared room,,Wallingford,0,0,2,1,90,,47.64981,-122.332202,05:50.1
6391711,26380561,Shared room,,Lower Queen Anne,0,0,1,1,98,,47.627376,-122.347544,05:50.1
15312556,55963544,Shared room,,Fremont,1,0,1,1,88,,47.662319,-122.352404,05:50.1
13878032,1243056,Shared room,,Wallingford,0,0,2,1,90,,47.65,-122.332223,05:50.1
10929753,56428003,Shared room,,Broadway,1,0,1,1,100,,47.619086,-122.322567,05:50.1
12958490,65959768,Shared room,,Belltown,72,5,2,1,89,,47.616273,-122.33902,05:50.0
1520501,1243056,Shared room,,Broadway,4,3.5,1,1,63,,47.624301,-122.319154,05:48.0
15133427,93058909,Shared room,,Broadway,4,4.5,2,1,80,,47.617498,-122.326126,05:48.0
1520449,1243056,Shared room,,Broadway,15,4.5,1,1,63,,47.624094,-122.319695,05:48.0
7258811,1243056,Shared room,,Wallingford,3,3.5,1,1,63,,47.650858,-122.331338,05:47.9
1511620,1243056,Shared room,,Broadway,9,4.5,1,1,63,,47.625287,-122.319425,05:47.9
1520549,1243056,Shared room,,Broadway,7,4.5,1,1,75,,47.625063,-122.319053,05:46.3
13100812,72787921,Shared room,,Bitter Lake,0,0,1,1,75,,47.733923,-122.349372,05:46.2
13418528,75961250,Shared room,,Roosevelt,1,0,3,1,70,,47.685103,-122.313484,05:46.2
9316009,21420064,Shared room,,Roosevelt,0,0,1,1,76,,47.675759,-122.319121,05:46.2
1520533,1243056,Shared room,,Broadway,15,4.5,1,1,63,,47.625135,-122.32051,05:46.2
15487222,99447790,Shared room,,Pike-Market,5,5,5,1,80,,47.609694,-122.341352,05:46.2
12427645,55963544,Shared room,,Fremont,28,4.5,2,1,69,,47.663271,-122.353267,05:46.2
