room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
5803553,11109352,Private room,,,0,,2,1.0,120.0,6.0,25.785748,-80.143526,2016-04-13 17:32:03.530782
699082,3583015,Private room,,,6,5.0,2,1.0,79.0,2.0,25.85356,-80.158768,2016-04-13 17:31:46.376291
11547163,60517052,Private room,,,1,,2,1.0,75.0,1.0,25.785101,-80.131087,2016-04-13 17:31:38.507331
5738420,29389742,Entire home/apt,,,2,,4,1.0,175.0,3.0,25.769708,-80.189342,2016-04-13 17:31:27.705107
9659835,2684699,Entire home/apt,,,1,,4,1.0,250.0,2.0,25.7749,-80.137122,2016-04-13 17:31:25.019214
436818,2169454,Entire home/apt,,,8,4.5,2,1.0,109.0,1.0,25.757731,-80.222476,2016-04-13 17:31:21.720874
10411115,53612175,Entire home/apt,,,21,5.0,3,1.0,138.0,1.0,25.769926,-80.193415,2016-04-13 17:31:09.466218
9258674,16286876,Entire home/apt,,,17,4.5,3,0.0,80.0,3.0,25.811073,-80.123141,2016-04-13 17:30:56.909185
10897565,15575254,Entire home/apt,,,1,,6,3.0,70.0,1.0,25.816124,-80.199419,2016-04-13 17:30:54.146673
2127586,10853304,Private room,,,78,4.5,3,1.0,63.0,2.0,25.771888,-80.256016,2016-04-13 17:30:45.943545
7823141,26356337,Private room,,,2,,4,1.0,159.0,1.0,25.804804,-80.197989,2016-04-13 17:30:31.361377
5219960,15854351,Entire home/apt,,,6,4.5,4,2.0,375.0,4.0,25.718882,-80.250935,2016-04-13 17:30:26.166583
11397909,10277476,Entire home/apt,,,0,,2,1.0,143.0,1.0,25.692748,-80.162014,2016-04-13 17:30:20.557801
262622,1378178,Entire home/apt,,,18,5.0,3,1.0,125.0,2.0,25.795471,-80.132023,2016-04-13 17:30:14.997137
11827176,63005368,Entire home/apt,,,0,,5,1.0,700.0,1.0,25.769365,-80.190638,2016-04-13 17:30:06.037730
1071357,2062647,Entire home/apt,,,0,,5,2.0,490.0,7.0,25.770902,-80.188629,2016-04-13 17:29:51.623568
5641449,29105113,Entire home/apt,,,2,,4,2.0,250.0,1.0,25.766965,-80.195141,2016-04-13 17:29:45.960761
10728885,55447008,Entire home/apt,,,0,,6,2.0,490.0,4.0,25.771662,-80.193109,2016-04-13 17:29:43.550321
7258740,37732515,Private room,,,4,5.0,2,1.0,100.0,1.0,25.809801,-80.192506,2016-04-13 17:29:22.653377
5748580,11695460,Entire home/apt,,,2,,4,1.0,150.0,1.0,25.795348,-80.186292,2016-04-13 17:29:08.499259
