room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4505,5775,Entire home/apt,,Lawndale,198,5.0,8,3.0,135.0,2,41.854953,-87.696962,2014-05-13 21:38:03.648
6453,14175,Private room,,Woodlawn,128,5.0,3,1.0,45.0,2,41.784508,-87.597431,2014-05-13 20:55:15.901
6715,15365,Entire home/apt,,Wrightwood Neighbors,46,4.5,14,4.0,303.0,4,41.929262,-87.660091,2014-05-13 20:57:30.390
7126,17928,Entire home/apt,,Ukrainian Village,128,4.5,2,,101.0,2,41.902845,-87.68183,2014-05-13 22:06:53.748
9797,33004,Entire home/apt,,Lincoln Park,0,,8,3.0,309.0,4,41.923769,-87.639671,2014-05-13 21:01:40.813
9798,33004,Entire home/apt,,Lake View East,2,4.5,8,4.0,309.0,4,41.933233,-87.646036,2014-05-13 21:02:02.435
9811,33004,Entire home/apt,,Old Town Triangle,1,,4,1.0,208.0,4,41.916541,-87.636765,2014-05-13 21:07:44.741
9812,33004,Entire home/apt,,Gold Coast,3,5.0,2,,185.0,4,41.902784,-87.626036,2014-05-13 21:08:16.789
9813,33004,Entire home/apt,,Gold Coast,2,5.0,2,,185.0,3,41.902203,-87.628161,2014-05-13 21:08:42.571
9814,33004,Entire home/apt,,Gold Coast,0,,2,,185.0,4,41.902105,-87.626282,2014-05-13 21:09:17.487
9816,33004,Entire home/apt,,Gold Coast,1,5.0,2,,185.0,4,41.90222,-87.62657,2014-05-13 21:09:49.510
9817,33004,Entire home/apt,,Gold Coast,0,,2,,185.0,4,41.901216,-87.62819,2014-05-13 21:10:22.526
10839,33004,Entire home/apt,,Bucktown,1,4.0,10,4.0,539.0,3,41.921367,-87.682393,2014-05-13 21:09:35.149
10945,33004,Entire home/apt,,Old Town Triangle,1,5.0,5,2.0,252.0,4,41.911827,-87.639998,2014-05-13 21:57:00.483
11087,40668,Shared room,,Fulton River District,0,,1,1.0,62.0,2,41.887571,-87.644764,2014-05-13 21:06:18.081
12140,46734,Private room,,Sheffield Neighbors,0,,3,1.0,286.0,2,41.923369,-87.649388,2014-05-13 21:18:25.943
12944,50181,Entire home/apt,,Old Town,56,5.0,2,1.0,111.0,3,41.90723,-87.63395,2014-05-13 21:34:48.599
14706,25188,Entire home/apt,,The Loop,9,4.5,4,1.0,233.0,4,41.888139,-87.624044,2014-05-13 21:21:24.722
21858,25188,Entire home/apt,,The Loop,1,2.0,6,2.0,425.0,4,41.888491,-87.62376,2014-05-13 21:14:33.408
22362,85811,Entire home/apt,,West Town,2,5.0,4,2.0,167.0,4,41.896137,-87.660389,2014-05-13 21:11:08.763
22607,87063,Private room,,Logan Square,0,,1,1.0,56.0,1,41.929983,-87.701517,2014-05-13 21:06:25.414
22651,87231,Entire home/apt,,Wrigleyville,42,4.5,7,3.0,443.0,1,41.949105,-87.657906,2014-05-13 21:25:14.090
23208,90500,Entire home/apt,,Old Town,7,4.5,3,1.0,223.0,5,41.907228,-87.63513,2014-05-13 21:44:24.062
