room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
12231752,9229873,Entire home/apt,,Ocean Beach,0,0,2,0,75,,32.75201,-117.250744,25:13.4
7746281,33766373,Entire home/apt,,Normal Heights,117,5,3,0,62,,32.764798,-117.12497,24:48.6
16161754,38479155,Entire home/apt,,Midtown,18,4.5,3,0,59,,32.749458,-117.157148,24:09.0
10654348,55022632,Entire home/apt,,Balboa Park,1,0,2,0,55,,32.71557,-117.143379,24:07.8
11800285,13422416,Entire home/apt,,Pacific Beach,5,4.5,2,1,43,,32.80632,-117.232387,24:07.8
17005164,113890867,Entire home/apt,,Bario Logan,14,5,5,1,59,,32.698442,-117.142307,24:07.8
8801044,46040270,Entire home/apt,,Mission Bay,0,0,3,2,51,,32.802285,-117.219856,24:06.6
17642806,26928800,Entire home/apt,,City Heights East,0,0,4,1,49,,32.746825,-117.080578,24:05.6
17926124,122915759,Entire home/apt,,Mission Bay,0,0,2,0,60,,32.768213,-117.235036,24:05.6
5067088,10665487,Entire home/apt,,North Hills,83,4.5,4,1,55,,32.749966,-117.131719,24:05.6
15485766,24656820,Entire home/apt,,Pacific Beach,5,5,2,0,50,,32.796137,-117.234503,24:05.5
17961439,5178760,Entire home/apt,,Memorial,1,0,3,0,45,,32.705541,-117.130596,24:03.9
14119498,19518730,Entire home/apt,,Park West,18,4.5,2,0,57,,32.730354,-117.160359,24:03.9
9769335,50372026,Entire home/apt,,North Hills,5,3.5,3,1,50,,32.751833,-117.139822,24:03.9
13686688,5752940,Entire home/apt,,Midtown,9,5,2,1,44,,32.746864,-117.151656,24:03.9
2907629,14854649,Entire home/apt,,North City,0,0,6,3,10,,32.983575,-117.221575,24:00.0
16495431,99562280,Entire home/apt,,Chollas View,0,0,4,1,37,,32.70738,-117.094624,24:00.0
2094193,6558055,Entire home/apt,,La Jolla,0,0,10,5,2200,,32.841149,-117.259163,23:57.8
13175283,50999731,Entire home/apt,,La Jolla,1,0,10,5,4150,,32.805842,-117.262574,23:57.8
12028000,50999731,Entire home/apt,,La Jolla,0,0,10,4,3550,,32.844706,-117.260131,23:57.8
11242829,50999731,Entire home/apt,,La Jolla,1,0,16,7,4150,,32.842327,-117.260243,23:57.8
8612667,3324885,Entire home/apt,,Little Italy,0,0,16,5,1500,,32.722977,-117.166186,23:57.8
6656139,34837701,Entire home/apt,,Carmel Valley,0,0,10,5,1780,,32.955591,-117.210409,23:57.8
12681141,6558055,Entire home/apt,,La Jolla,2,0,12,6,1800,,32.822784,-117.249515,23:56.4
13156484,50999731,Entire home/apt,,La Jolla,0,0,11,5,1995,,32.823694,-117.246925,23:56.4
17172843,108171170,Entire home/apt,,La Jolla,0,0,16,7,2250,,32.806482,-117.263126,23:56.4
11033338,32346584,Entire home/apt,,La Jolla,0,0,8,4,2777,,32.844704,-117.260571,23:56.4
6644172,6558055,Entire home/apt,,La Jolla,0,0,10,5,1800,,32.825125,-117.244999,23:56.4
13642179,50999731,Entire home/apt,,La Jolla,0,0,11,5,3000,,32.82512,-117.244974,23:56.4
17977674,122055416,Entire home/apt,,La Jolla,0,0,16,7,2909,,32.807763,-117.264562,23:54.6
17975336,122055416,Entire home/apt,,La Jolla,0,0,12,6,2270,,32.845509,-117.261321,23:54.6
17991730,122055416,Entire home/apt,,Mission Bay,0,0,16,7,1609,,32.777538,-117.251933,23:54.6
17975465,122055416,Entire home/apt,,La Jolla,0,0,20,10,2664,,32.808916,-117.265878,23:54.6
17991689,122055416,Entire home/apt,,La Jolla,0,0,18,7,2445,,32.843028,-117.259658,23:54.6
13915160,50999731,Entire home/apt,,La Jolla,0,0,8,3,1750,,32.815688,-117.264134,23:54.6
17975937,122055416,Entire home/apt,,La Jolla,0,0,12,6,2396,,32.824023,-117.263408,23:54.6
14980843,70331063,Entire home/apt,,La Jolla,0,0,10,5,2343,,32.852854,-117.240788,23:54.6
6645805,6558055,Entire home/apt,,La Jolla,1,0,16,7,2500,,32.840921,-117.259466,23:54.5
3720519,16255476,Entire home/apt,,La Jolla,2,0,10,6,2250,,32.82746,-117.25512,23:54.5
7498363,3816836,Entire home/apt,,Pacific Beach,6,5,16,5,1500,,32.808896,-117.246986,23:53.0
13329458,70331063,Entire home/apt,,La Jolla,0,0,11,5,2012,,32.852359,-117.240577,23:53.0
13085754,3544395,Entire home/apt,,Core,8,5,16,6,1800,,32.713854,-117.161858,23:53.0
3404708,16639401,Entire home/apt,,La Jolla,1,0,10,5,1929,,32.825244,-117.236252,23:53.0
8809008,32346584,Entire home/apt,,La Jolla,0,0,12,5,1928,,32.823854,-117.235436,23:53.0
8049413,14823197,Entire home/apt,,Pacific Beach,0,0,10,4,1550,,32.816399,-117.228523,23:53.0
11893780,50999731,Entire home/apt,,Pacific Beach,0,0,10,4,3000,,32.816923,-117.226214,23:53.0
17975451,122055416,Entire home/apt,,La Jolla,0,0,16,5,2610,,32.839277,-117.257677,23:53.0
