"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",14742396,33437728,"Shared room",NA,NA,1,0,4,1,96,NA,25.791924,-80.186675,"2017-01-13 16:13:24.976840"
"2",16566895,6095608,"Shared room",NA,NA,0,0,4,1,42,NA,25.764347,-80.194164,"2017-01-13 16:13:22.253636"
"3",12287117,42725514,"Shared room",NA,NA,25,4,2,1,30,NA,25.758963,-80.20737,"2017-01-13 16:13:18.235647"
"4",13251349,9425302,"Shared room",NA,NA,0,0,1,1,73,NA,25.786029,-80.14481,"2017-01-13 16:13:09.464940"
"5",10547751,49124508,"Shared room",NA,NA,0,0,1,1,60,NA,25.779922,-80.208629,"2017-01-13 16:13:09.457963"
"6",15055978,65291982,"Shared room",NA,NA,0,0,1,1,70,NA,25.850416,-80.158883,"2017-01-13 16:13:09.442539"
"7",16664986,21856920,"Shared room",NA,NA,0,0,3,1,60,NA,25.800694,-80.186399,"2017-01-13 16:13:09.437849"
"8",12847194,64774228,"Shared room",NA,NA,1,0,2,1,40,NA,25.820807,-80.198729,"2017-01-13 16:13:06.537908"
"9",15950783,42583756,"Shared room",NA,NA,1,0,2,1,60,NA,25.855026,-80.160749,"2017-01-13 16:13:06.530015"
"10",10548889,48448744,"Shared room",NA,NA,12,4.5,1,1,40,NA,25.794846,-80.216534,"2017-01-13 16:13:06.524609"
"11",15027628,40426358,"Shared room",NA,NA,9,5,2,1,45,NA,25.763201,-80.19411,"2017-01-13 16:13:06.521816"
"12",16696593,110579443,"Shared room",NA,NA,0,0,2,1,50,NA,25.767832,-80.192846,"2017-01-13 16:13:05.264213"
"13",12593186,42725514,"Shared room",NA,NA,18,4.5,1,1,40,NA,25.757318,-80.20653,"2017-01-13 16:13:05.253215"
"14",7460542,38502219,"Shared room",NA,NA,9,4.5,2,1,20,NA,25.819952,-80.204825,"2017-01-13 16:13:04.217365"
"15",12094594,29946476,"Shared room",NA,NA,33,4.5,2,1,40,NA,25.757316,-80.205878,"2017-01-13 16:13:04.197216"
"16",8460956,29946476,"Shared room",NA,NA,67,4,2,1,40,NA,25.757668,-80.207211,"2017-01-13 16:13:04.194794"
"17",12593255,42725514,"Shared room",NA,NA,24,4.5,1,1,40,NA,25.757069,-80.207421,"2017-01-13 16:13:04.192516"
"18",12286981,42725514,"Shared room",NA,NA,29,4.5,1,1,40,NA,25.759051,-80.206144,"2017-01-13 16:13:04.189707"
"19",12593094,42725514,"Shared room",NA,NA,13,4.5,1,1,25,NA,25.757309,-80.207027,"2017-01-13 16:13:02.783317"
"20",12592849,42725514,"Shared room",NA,NA,12,4.5,2,1,40,NA,25.757418,-80.207175,"2017-01-13 16:13:02.780292"
"21",12593641,42725514,"Shared room",NA,NA,28,4.5,1,1,40,NA,25.759153,-80.207406,"2017-01-13 16:13:02.777815"
"22",8445539,29946476,"Shared room",NA,NA,50,4,1,1,40,NA,25.758931,-80.206071,"2017-01-13 16:13:02.772885"
"23",5772287,29946476,"Shared room",NA,NA,120,4,1,1,40,NA,25.757607,-80.206194,"2017-01-13 16:13:02.738332"
"24",9173544,29946476,"Shared room",NA,NA,46,4.5,1,1,17,NA,25.758794,-80.206231,"2017-01-13 16:13:02.326919"
"25",12606289,29946476,"Shared room",NA,NA,21,4.5,1,1,40,NA,25.75846,-80.207001,"2017-01-13 16:13:02.305748"
"26",12740277,42725514,"Shared room",NA,NA,36,4,2,1,40,NA,25.758486,-80.207762,"2017-01-13 16:13:02.297054"
"27",15560280,100192061,"Shared room",NA,NA,0,0,4,1,35,NA,25.818064,-80.284248,"2017-01-13 16:13:00.807031"
"28",15940444,102985005,"Shared room",NA,NA,0,0,1,1,31,NA,25.781164,-80.213693,"2017-01-13 16:13:00.799385"
"29",9173575,29946476,"Shared room",NA,NA,38,4,1,1,17,NA,25.757371,-80.207704,"2017-01-13 16:13:00.790994"
"30",10548996,48448744,"Shared room",NA,NA,4,4,1,1,35,NA,25.794045,-80.215904,"2017-01-13 16:13:00.787988"
"31",16442188,36157385,"Shared room",NA,NA,0,0,1,1,40,NA,25.762993,-80.202112,"2017-01-13 16:13:00.782718"
"32",8090423,42725514,"Shared room",NA,NA,46,4.5,2,1,30,NA,25.757843,-80.207291,"2017-01-13 16:13:00.775996"
"33",15940526,102985005,"Shared room",NA,NA,0,0,1,1,30,NA,25.777808,-80.203781,"2017-01-13 16:12:59.380003"
"34",7288674,29946476,"Shared room",NA,NA,59,4.5,1,1,40,NA,25.758699,-80.206475,"2017-01-13 16:12:59.372644"
"35",16740978,100772709,"Shared room",NA,NA,0,0,1,1,20,NA,25.765491,-80.18801,"2017-01-13 16:12:59.367814"
"36",14500892,65810139,"Shared room",NA,NA,30,4.5,1,1,23,NA,25.770114,-80.203297,"2017-01-13 16:12:59.360046"
"37",12593723,42725514,"Shared room",NA,NA,19,4,1,1,25,NA,25.757056,-80.206341,"2017-01-13 16:12:59.344467"
"38",9093159,29946476,"Shared room",NA,NA,58,4.5,1,1,30,NA,25.758586,-80.20768,"2017-01-13 16:12:59.337274"
"39",4729756,6011401,"Entire home/apt",NA,NA,0,0,6,3,500,NA,25.725422,-80.244784,"2017-01-13 16:06:55.964114"
"40",5445676,28233163,"Entire home/apt",NA,NA,65,4,4,1,149,NA,25.787347,-80.133351,"2017-01-13 16:01:22.991220"
"41",11461665,44929314,"Entire home/apt",NA,NA,14,4,5,0,175,NA,25.774581,-80.131674,"2017-01-13 16:00:59.105304"
"42",11986199,2634119,"Entire home/apt",NA,NA,0,0,4,1,150,NA,25.777148,-80.140008,"2017-01-13 16:00:57.678641"
"43",16286178,2634119,"Entire home/apt",NA,NA,0,0,4,1,150,NA,25.789749,-80.133536,"2017-01-13 16:00:57.247934"
"44",11639569,60146505,"Entire home/apt",NA,NA,31,5,4,1,159,NA,25.785188,-80.140627,"2017-01-13 16:00:57.244319"
"45",16124906,2634119,"Entire home/apt",NA,NA,0,0,4,1,150,NA,25.777166,-80.140133,"2017-01-13 16:00:57.242177"
"46",11167422,44929314,"Entire home/apt",NA,NA,17,4.5,4,1,160,NA,25.790378,-80.138773,"2017-01-13 16:00:38.966308"
"47",15369973,28940821,"Entire home/apt",NA,NA,8,3,4,1,49,NA,25.838593,-80.181936,"2017-01-13 15:59:29.510551"
"48",8550030,16385743,"Entire home/apt",NA,NA,1,0,15,5,675,NA,25.848142,-80.156357,"2017-01-13 15:59:10.830617"
"49",4624008,2736756,"Entire home/apt",NA,NA,56,4.5,4,1,143,NA,25.794892,-80.129473,"2017-01-13 15:47:14.386084"
"50",16562829,108277333,"Entire home/apt",NA,NA,0,0,4,1,145,NA,25.77631,-80.133908,"2017-01-13 15:46:08.504633"
"51",9748029,6808244,"Entire home/apt",NA,NA,2,0,4,1,159,NA,25.833233,-80.119651,"2017-01-13 15:45:42.610137"
"52",9936100,6808244,"Entire home/apt",NA,NA,0,0,4,1,154,NA,25.834876,-80.11951,"2017-01-13 15:45:42.603599"
"53",13943160,32162649,"Entire home/apt",NA,NA,0,0,14,5,3999,NA,25.78447,-80.161865,"2017-01-13 15:43:29.309787"
"54",16151909,32162649,"Entire home/apt",NA,NA,0,0,10,5,3999,NA,25.789408,-80.163108,"2017-01-13 15:43:27.789651"
"55",15943309,68431422,"Entire home/apt",NA,NA,0,0,12,6,4599,NA,25.789403,-80.163814,"2017-01-13 15:43:27.766886"
"56",16489746,32162649,"Entire home/apt",NA,NA,0,0,10,5,2450,NA,25.800664,-80.145283,"2017-01-13 15:43:26.610743"
"57",14979309,87598127,"Entire home/apt",NA,NA,0,0,12,4,3500,NA,25.792439,-80.162417,"2017-01-13 15:43:22.105189"
"58",16187206,24864399,"Entire home/apt",NA,NA,0,0,9,4,9010,NA,25.791064,-80.167753,"2017-01-13 15:43:21.109823"
"59",16151036,32162649,"Entire home/apt",NA,NA,0,0,12,6,8999,NA,25.790678,-80.174107,"2017-01-13 15:43:21.095118"
"60",11160549,53563955,"Entire home/apt",NA,NA,0,0,8,4,1290,NA,25.791004,-80.177434,"2017-01-13 15:43:18.602751"
"61",13377145,75997613,"Entire home/apt",NA,NA,3,5,7,4,975,NA,25.710358,-80.250118,"2017-01-13 15:43:13.573315"
"62",13238528,62009898,"Entire home/apt",NA,NA,1,0,8,4,900,NA,25.806835,-80.192752,"2017-01-13 15:43:13.565279"
"63",6711498,16385743,"Entire home/apt",NA,NA,9,4.5,15,4,550,NA,25.847116,-80.157688,"2017-01-13 15:43:09.925067"
"64",2453690,6326575,"Entire home/apt",NA,NA,21,5,4,1,350,NA,25.778754,-80.140752,"2017-01-13 15:40:10.425993"
"65",5737436,27405184,"Entire home/apt",NA,NA,2,0,5,4,500,NA,25.883984,-80.157467,"2017-01-13 15:38:03.371774"
"66",7760927,39709539,"Entire home/apt",NA,NA,6,5,8,4,499,NA,25.849956,-80.141709,"2017-01-13 15:37:26.292249"
"67",8472618,44617619,"Entire home/apt",NA,NA,2,0,5,3,277,NA,25.698299,-80.162556,"2017-01-13 15:36:15.287294"
"68",9881547,4140161,"Entire home/apt",NA,NA,9,4.5,7,3,214,NA,25.74104,-80.237774,"2017-01-13 15:36:12.443815"
"69",9256197,3041503,"Entire home/apt",NA,NA,1,0,4,1,250,NA,25.768638,-80.1882,"2017-01-13 15:33:18.923746"
"70",3164274,4615057,"Entire home/apt",NA,NA,21,4,5,2,199,NA,25.785743,-80.144668,"2017-01-13 15:19:01.440769"
"71",13750184,38767375,"Entire home/apt",NA,NA,0,0,5,2,180,NA,25.863947,-80.124327,"2017-01-13 15:17:52.672041"
"72",9430800,41873944,"Entire home/apt",NA,NA,4,4,6,2,189,NA,25.854935,-80.160363,"2017-01-13 15:17:52.665695"
"73",12837524,31790213,"Entire home/apt",NA,NA,5,5,6,4,150,NA,25.706258,-80.299512,"2017-01-13 15:16:45.216819"
"74",15006601,2277932,"Entire home/apt",NA,NA,0,0,4,2,150,NA,25.763186,-80.27476,"2017-01-13 15:16:45.205963"
"75",15564532,65483886,"Entire home/apt",NA,NA,0,0,4,0,149,NA,25.783573,-80.133419,"2017-01-13 15:14:34.908644"
"76",8843952,30476610,"Entire home/apt",NA,NA,0,0,2,1,159,NA,25.790996,-80.185889,"2017-01-13 15:11:15.946017"
"77",3030756,15437297,"Entire home/apt",NA,NA,0,0,4,1,175,NA,25.852799,-80.14462,"2017-01-13 15:08:45.357841"
"78",2128314,10854298,"Entire home/apt",NA,NA,28,4,4,2,145,NA,25.8661,-80.127671,"2017-01-13 15:08:44.018980"
"79",669954,1097917,"Entire home/apt",NA,NA,4,4.5,6,2,125,NA,25.758865,-80.262386,"2017-01-13 15:07:40.971338"
"80",15325033,97663281,"Entire home/apt",NA,NA,5,5,4,1,139,NA,25.694421,-80.308464,"2017-01-13 15:07:40.486893"
"81",10234355,3522076,"Entire home/apt",NA,NA,2,0,3,1,125,NA,25.789937,-80.139236,"2017-01-13 15:05:19.911459"
"82",10101100,6808244,"Entire home/apt",NA,NA,2,0,4,0,127,NA,25.834639,-80.121173,"2017-01-13 15:04:12.699806"
"83",6332105,32857103,"Entire home/apt",NA,NA,2,0,4,0,127,NA,25.846059,-80.120302,"2017-01-13 15:04:12.694656"
"84",13769358,22880300,"Entire home/apt",NA,NA,0,0,6,1,124,NA,25.792482,-80.185589,"2017-01-13 15:03:33.101125"
"85",13752169,32162649,"Entire home/apt",NA,NA,0,0,8,4,4999,NA,25.791628,-80.167274,"2017-01-13 14:55:16.790265"
"86",13868064,32162649,"Entire home/apt",NA,NA,0,0,8,4,2650,NA,25.781278,-80.158058,"2017-01-13 14:55:15.964312"
"87",15590971,32162649,"Entire home/apt",NA,NA,0,0,8,4,1750,NA,25.790176,-80.170172,"2017-01-13 14:55:15.960046"
"88",16725937,32162649,"Entire home/apt",NA,NA,0,0,12,6,7500,NA,25.794347,-80.162034,"2017-01-13 14:55:15.338990"
"89",13846555,32162649,"Entire home/apt",NA,NA,0,0,10,5,5200,NA,25.785065,-80.164046,"2017-01-13 14:55:15.326738"
"90",10834254,47102875,"Entire home/apt",NA,NA,0,0,10,5,3129,NA,25.790743,-80.167163,"2017-01-13 14:55:15.318680"
"91",16666311,32162649,"Entire home/apt",NA,NA,0,0,12,5,2750,NA,25.790804,-80.168991,"2017-01-13 14:55:15.306049"
"92",10082605,14097864,"Entire home/apt",NA,NA,8,5,3,1,119,NA,25.772407,-80.186535,"2017-01-13 15:44:05.116686"
"93",15216183,4466656,"Entire home/apt",NA,NA,0,0,4,1,99,NA,25.733802,-80.293126,"2017-01-13 15:43:55.039130"
"94",13165581,28940821,"Entire home/apt",NA,NA,20,3.5,5,2,65,NA,25.835482,-80.185715,"2017-01-13 15:43:40.365752"
"95",14785537,32162649,"Entire home/apt",NA,NA,0,0,10,5,3550,NA,25.790327,-80.159625,"2017-01-13 15:43:29.322384"
"96",7239413,37901086,"Entire home/apt",NA,NA,0,0,16,5,3000,NA,25.77764,-80.157701,"2017-01-13 14:55:14.628696"
"97",15451352,32162649,"Entire home/apt",NA,NA,0,0,12,6,3999,NA,25.784542,-80.161322,"2017-01-13 14:55:14.620323"
"98",16721164,90290988,"Entire home/apt",NA,NA,0,0,6,3,1545,NA,25.732613,-80.23555,"2017-01-13 14:55:14.617799"
"99",13953976,81874249,"Entire home/apt",NA,NA,0,0,13,7,9999,NA,25.777946,-80.157825,"2017-01-13 14:55:14.602643"
