"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",7745804,4586184,"Private room",NA,NA,0,NA,2,1,57,1,25.809294,-80.213125,"2015-08-17 01:56:42.437628"
"2",7806666,22016798,"Private room",NA,NA,0,NA,4,1,99,1,25.95909,-80.140126,"2015-08-17 02:00:17.547967"
"3",261950,90419,"Private room",NA,NA,7,5,2,1,89,2,25.973255,-80.128791,"2015-08-17 02:00:17.566957"
"4",5390363,14990048,"Private room",NA,NA,1,4,2,1,80,1,25.9513,-80.136537,"2015-08-17 02:00:39.272238"
"5",5989054,31094828,"Private room",NA,NA,4,4.5,5,1,100,3,25.756718,-80.198641,"2015-08-17 02:06:58.936484"
"6",7832739,35311855,"Private room",NA,NA,0,NA,2,1,95,1,25.758651,-80.197806,"2015-08-17 02:06:58.952333"
"7",1980123,649994,"Private room",NA,NA,1,5,2,1,89,6,25.768025,-80.187727,"2015-08-17 02:07:21.723210"
"8",2494023,3780407,"Private room",NA,NA,29,4,2,1,40,1,25.762553,-80.194052,"2015-08-17 02:07:21.727332"
"9",6105025,28531333,"Private room",NA,NA,1,5,2,1,75,3,25.768291,-80.190782,"2015-08-17 02:07:36.870852"
"10",3091877,2249706,"Private room",NA,NA,1,5,2,1,95,2,25.763443,-80.1892,"2015-08-17 02:07:44.891245"
"11",6411703,33441424,"Private room",NA,NA,0,NA,2,1,69,1,25.767905,-80.190937,"2015-08-17 02:07:44.911957"
"12",6677445,10640575,"Private room",NA,NA,2,5,2,1,52,2,25.822263,-80.19539,"2015-08-17 02:11:31.250418"
"13",6581462,4701261,"Private room",NA,NA,0,NA,1,1,40,1,25.816359,-80.191452,"2015-08-17 02:11:58.043898"
"14",5375398,27866177,"Private room",NA,NA,20,5,1,1,55,1,25.763199,-80.224679,"2015-08-17 02:23:18.219269"
"15",6835641,5726090,"Private room",NA,NA,0,NA,1,1,60,1,25.761991,-80.222317,"2015-08-17 02:23:21.844829"
"16",7874476,41502695,"Private room",NA,NA,0,NA,1,1,40,1,25.556107,-80.362062,"2015-08-17 02:28:50.248671"
"17",7874599,41502695,"Private room",NA,NA,0,NA,1,1,40,1,25.557497,-80.363033,"2015-08-17 02:28:50.251778"
"18",7616564,24381841,"Private room",NA,NA,0,NA,1,1,28,1,25.694,-80.311213,"2015-08-17 02:30:25.284607"
"19",6349221,4277675,"Private room",NA,NA,2,5,2,1,55,1,25.814387,-80.370741,"2015-08-17 02:31:53.546246"
"20",7553610,14101847,"Private room",NA,NA,2,4,3,1,50,1,25.820054,-80.362106,"2015-08-17 02:31:53.557558"
"21",6055425,31299693,"Private room",NA,NA,0,NA,2,1,80,1,25.844916,-80.385258,"2015-08-17 02:31:53.584422"
"22",6055311,31299693,"Private room",NA,NA,0,NA,2,1,70,1,25.843443,-80.384956,"2015-08-17 02:32:13.876899"
"23",6055229,31299693,"Private room",NA,NA,0,NA,4,1,120,1,25.843785,-80.385038,"2015-08-17 02:32:13.882493"
"24",6199150,16674986,"Private room",NA,NA,0,NA,2,1,110,3,25.770491,-80.199354,"2015-08-17 02:35:01.181318"
"25",1162523,6367698,"Private room",NA,NA,0,NA,2,1,200,2,25.775798,-80.187581,"2015-08-17 02:35:32.097140"
"26",7125723,22463982,"Private room",NA,NA,0,NA,2,1,50,1,25.774544,-80.191105,"2015-08-17 02:36:18.798481"
"27",6200752,27015443,"Private room",NA,NA,0,NA,2,1,69,1,25.793871,-80.187872,"2015-08-17 02:38:51.869223"
"28",6834110,31537847,"Private room",NA,NA,0,NA,2,1,50,1,25.782718,-80.264658,"2015-08-17 02:42:35.790650"
